backend,embedding,time
PERTH,0,11.144474029541016
PERTH,1,10.817701816558838
PERTH,2,11.352757215499878
PERTH,3,11.474545001983643
PERTH,4,11.432819128036499
LAGOS,0,10.789350748062134
LAGOS,1,11.068228244781494
LAGOS,2,11.199299097061157
LAGOS,3,11.42611813545227
LAGOS,4,11.40696907043457
NAIROBI,0,10.985387086868286
NAIROBI,1,10.910970211029053
NAIROBI,2,11.340675830841064
NAIROBI,3,11.459639072418213
NAIROBI,4,11.487478971481323
CASABLANCA,0,10.942960977554321
CASABLANCA,1,10.963634967803955
CASABLANCA,2,11.38634181022644
CASABLANCA,3,11.338495016098022
CASABLANCA,4,11.451066732406616
OSLO,0,10.895648002624512
OSLO,1,10.938001155853271
OSLO,2,11.287073135375977
OSLO,3,11.504365921020508
OSLO,4,11.356393814086914
JAKARTA,0,10.854443073272705
JAKARTA,1,10.918107986450195
JAKARTA,2,11.339969158172607
JAKARTA,3,11.45491099357605
JAKARTA,4,11.44110107421875
