backend,embedding,time
PERTH,0,0.31762266159057617
PERTH,1,0.31445813179016113
PERTH,2,0.326430082321167
PERTH,3,0.3311617374420166
PERTH,4,0.3313109874725342
LAGOS,0,0.3119533061981201
LAGOS,1,0.3840000629425049
LAGOS,2,0.32115817070007324
LAGOS,3,0.32803893089294434
LAGOS,4,0.32828402519226074
NAIROBI,0,0.3160667419433594
NAIROBI,1,0.3117189407348633
NAIROBI,2,0.32375025749206543
NAIROBI,3,0.32861900329589844
NAIROBI,4,0.32854461669921875
CASABLANCA,0,0.3144950866699219
CASABLANCA,1,0.3186831474304199
CASABLANCA,2,0.32274293899536133
CASABLANCA,3,0.3210601806640625
CASABLANCA,4,0.32801103591918945
OSLO,0,0.3172149658203125
OSLO,1,0.3150448799133301
OSLO,2,0.3208339214324951
OSLO,3,0.3325948715209961
OSLO,4,0.32790112495422363
JAKARTA,0,0.3186221122741699
JAKARTA,1,0.32487010955810547
JAKARTA,2,0.3245398998260498
JAKARTA,3,0.32981300354003906
JAKARTA,4,0.3323681354522705
