backend,embedding,time
JOHANNESBURG,0,4.360128879547119
JOHANNESBURG,1,4.4358391761779785
JOHANNESBURG,2,4.339799880981445
JOHANNESBURG,3,4.314443111419678
ALMADEN,0,4.729918003082275
ALMADEN,1,4.272027015686035
ALMADEN,2,4.362002849578857
ALMADEN,3,4.261969804763794
BOEBLINGEN,0,4.378237009048462
BOEBLINGEN,1,4.309265851974487
BOEBLINGEN,2,4.337734222412109
BOEBLINGEN,3,4.434596300125122
POUGHKEEPSIE,0,4.315518856048584
POUGHKEEPSIE,1,4.371700286865234
POUGHKEEPSIE,2,4.299751043319702
POUGHKEEPSIE,3,4.403548955917358
SINGAPORE,0,4.313436985015869
SINGAPORE,1,4.872136116027832
SINGAPORE,2,4.435281991958618
SINGAPORE,3,4.280294895172119
TOKYO,0,4.312118053436279
TOKYO,1,4.233085870742798
TOKYO,2,4.264249801635742
TOKYO,3,4.260257959365845
TOKYO,4,4.66521692276001
