hardware_spec,embedding_index,horizon,my_guarantee,baseline_guarantee,diff,best_baseline,diff_best
fake_johannesburg,0,3,0.922,0.799,0.123,0.799,0.123
fake_johannesburg,1,3,0.898,0.758,0.14,0.758,0.14
fake_johannesburg,2,3,0.929,0.817,0.1120000000000001,0.817,0.1120000000000001
fake_almaden,0,3,0.907,0.772,0.135,0.772,0.135
fake_almaden,1,3,0.853,0.68,0.17299999999999993,0.68,0.17299999999999993
fake_almaden,2,3,0.914,0.771,0.14300000000000002,0.771,0.14300000000000002
fake_boeblingen,0,3,0.943,0.863,0.07999999999999996,0.863,0.07999999999999996
fake_boeblingen,1,3,0.96,0.894,0.06599999999999995,0.894,0.06599999999999995
fake_boeblingen,2,3,0.959,0.9,0.05899999999999994,0.9,0.05899999999999994
fake_poughkeepsie,0,3,0.904,0.754,0.15000000000000002,0.754,0.15000000000000002
fake_poughkeepsie,1,3,0.845,0.657,0.18799999999999994,0.657,0.18799999999999994
fake_poughkeepsie,2,3,0.883,0.726,0.15700000000000003,0.726,0.15700000000000003
fake_singapore,0,3,0.956,0.891,0.06499999999999995,0.891,0.06499999999999995
fake_singapore,1,3,0.949,0.875,0.07399999999999995,0.875,0.07399999999999995
fake_singapore,2,3,0.958,0.899,0.05899999999999994,0.899,0.05899999999999994
fake_tokyo,0,3,0.89,0.737,0.15300000000000002,0.737,0.15300000000000002
fake_tokyo,1,3,0.923,0.887,0.03600000000000003,0.887,0.03600000000000003
fake_tokyo,2,3,0.905,0.782,0.123,0.782,0.123
fake_hanoi,0,3,0.968,0.918,0.04999999999999993,0.918,0.04999999999999993
fake_hanoi,1,3,0.966,0.91,0.05599999999999994,0.91,0.05599999999999994
fake_hanoi,2,3,0.957,0.896,0.06099999999999994,0.896,0.06099999999999994
fake_cairo,0,3,0.94,0.825,0.11499999999999999,0.825,0.11499999999999999
fake_cairo,1,3,0.931,0.82,0.1110000000000001,0.82,0.1110000000000001
fake_cairo,2,3,0.944,0.942,0.0020000000000000018,0.942,0.0020000000000000018
fake_mumbai,0,3,0.959,0.876,0.08299999999999996,0.876,0.08299999999999996
fake_mumbai,1,3,0.931,0.837,0.09400000000000008,0.837,0.09400000000000008
fake_mumbai,2,3,0.97,0.919,0.050999999999999934,0.919,0.050999999999999934
fake_kolkata,0,3,0.9,0.76,0.14,0.76,0.14
fake_kolkata,1,3,0.931,0.829,0.10200000000000009,0.829,0.10200000000000009
fake_kolkata,2,3,0.957,0.893,0.06399999999999995,0.893,0.06399999999999995
fake_auckland,0,3,0.824,0.605,0.21899999999999997,0.605,0.21899999999999997
fake_auckland,1,3,0.886,0.706,0.18000000000000005,0.706,0.18000000000000005
fake_auckland,2,3,0.918,0.769,0.14900000000000002,0.769,0.14900000000000002
fake_geneva,0,3,0.973,0.201,0.772,0.201,0.772
fake_geneva,1,3,0.965,0.21,0.755,0.21,0.755
fake_geneva,2,3,0.939,0.771,0.16799999999999993,0.771,0.16799999999999993
fake_montreal,0,3,0.947,0.869,0.07799999999999996,0.869,0.07799999999999996
fake_montreal,1,3,0.966,0.919,0.04699999999999993,0.919,0.04699999999999993
fake_montreal,2,3,0.976,0.931,0.04499999999999993,0.931,0.04499999999999993
fake_paris,0,3,0.919,0.799,0.12,0.799,0.12
fake_paris,1,3,0.919,0.801,0.118,0.801,0.118
fake_paris,2,3,0.943,0.863,0.07999999999999996,0.863,0.07999999999999996
fake_sydney,0,3,0.829,0.568,0.261,0.568,0.261
fake_sydney,1,3,0.967,0.915,0.051999999999999935,0.915,0.051999999999999935
fake_sydney,2,3,0.947,0.868,0.07899999999999996,0.868,0.07899999999999996
fake_toronto,0,3,0.827,0.623,0.20399999999999996,0.623,0.20399999999999996
fake_toronto,1,3,0.825,0.59,0.235,0.59,0.235
fake_toronto,2,3,0.942,0.86,0.08199999999999996,0.86,0.08199999999999996
fake_brooklyn,0,3,0.928,0.821,0.1070000000000001,0.821,0.1070000000000001
fake_brooklyn,1,3,0.94,0.832,0.10799999999999998,0.832,0.10799999999999998
fake_brooklyn,2,3,0.905,0.768,0.137,0.768,0.137
fake_manhattan,0,3,0.197,0.154,0.04300000000000001,0.154,0.04300000000000001
fake_manhattan,1,3,0.198,0.182,0.016000000000000014,0.182,0.016000000000000014
fake_manhattan,2,3,0.12,0.116,0.00399999999999999,0.116,0.00399999999999999
fake_cambridge,0,3,0.197,0.17,0.026999999999999996,0.17,0.026999999999999996
fake_cambridge,1,3,0.197,0.176,0.02100000000000002,0.176,0.02100000000000002
fake_cambridge,2,3,0.197,0.182,0.015000000000000013,0.182,0.015000000000000013
fake_guadalupe,0,3,0.971,0.923,0.04799999999999993,0.923,0.04799999999999993
fake_guadalupe,1,3,0.972,0.926,0.04599999999999993,0.926,0.04599999999999993
fake_guadalupe,2,3,0.969,0.928,0.040999999999999925,0.928,0.040999999999999925
fake_melbourne,0,3,0.916,0.791,0.125,0.791,0.125
fake_melbourne,1,3,0.913,0.796,0.11699999999999999,0.796,0.11699999999999999
fake_melbourne,2,3,0.91,0.781,0.129,0.781,0.129
fake_rochester,0,3,0.192,0.177,0.015000000000000013,0.177,0.015000000000000013
fake_rochester,1,3,0.918,0.209,0.7090000000000001,0.209,0.7090000000000001
fake_rochester,2,3,0.12,0.119,0.0010000000000000009,0.119,0.0010000000000000009
fake_washington,0,3,0.198,0.17,0.027999999999999997,0.17,0.027999999999999997
fake_washington,1,3,0.193,0.19,0.0030000000000000027,0.19,0.0030000000000000027
fake_washington,2,3,0.192,0.186,0.006000000000000005,0.186,0.006000000000000005
