hardware_spec,embedding_index,horizon,my_guarantee,baseline_guarantee,diff,best_baseline,diff_best
fake_johannesburg,0,3,0.922,0.833,0.08900000000000008,0.833,0.08900000000000008
fake_johannesburg,1,3,0.898,0.786,0.11199999999999999,0.786,0.11199999999999999
fake_johannesburg,2,3,0.929,0.853,0.07600000000000007,0.853,0.07600000000000007
fake_almaden,0,3,0.907,0.782,0.125,0.782,0.125
fake_almaden,1,3,0.853,0.698,0.15500000000000003,0.698,0.15500000000000003
fake_almaden,2,3,0.914,0.805,0.10899999999999999,0.805,0.10899999999999999
fake_boeblingen,0,3,0.943,0.882,0.06099999999999994,0.882,0.06099999999999994
fake_boeblingen,1,3,0.96,0.913,0.04699999999999993,0.913,0.04699999999999993
fake_boeblingen,2,3,0.959,0.911,0.04799999999999993,0.911,0.04799999999999993
fake_poughkeepsie,0,3,0.904,0.778,0.126,0.778,0.126
fake_poughkeepsie,1,3,0.845,0.656,0.18899999999999995,0.656,0.18899999999999995
fake_poughkeepsie,2,3,0.883,0.741,0.14200000000000002,0.741,0.14200000000000002
fake_singapore,0,3,0.956,0.905,0.050999999999999934,0.905,0.050999999999999934
fake_singapore,1,3,0.949,0.894,0.05499999999999994,0.894,0.05499999999999994
fake_singapore,2,3,0.958,0.894,0.06399999999999995,0.894,0.06399999999999995
fake_tokyo,0,3,0.89,0.759,0.131,0.759,0.131
fake_tokyo,1,3,0.923,0.892,0.031000000000000028,0.892,0.031000000000000028
fake_tokyo,2,3,0.905,0.805,0.09999999999999998,0.805,0.09999999999999998
fake_hanoi,0,3,0.968,0.934,0.03399999999999992,0.934,0.03399999999999992
fake_hanoi,1,3,0.966,0.938,0.028000000000000025,0.938,0.028000000000000025
fake_hanoi,2,3,0.957,0.92,0.03699999999999992,0.92,0.03699999999999992
fake_cairo,0,3,0.94,0.879,0.06099999999999994,0.879,0.06099999999999994
fake_cairo,1,3,0.931,0.863,0.06800000000000006,0.863,0.06800000000000006
fake_cairo,2,3,0.944,0.946,-0.0020000000000000018,0.946,-0.0020000000000000018
fake_mumbai,0,3,0.959,0.918,0.040999999999999925,0.918,0.040999999999999925
fake_mumbai,1,3,0.931,0.879,0.052000000000000046,0.879,0.052000000000000046
fake_mumbai,2,3,0.97,0.947,0.02300000000000002,0.947,0.02300000000000002
fake_kolkata,0,3,0.9,0.801,0.09899999999999998,0.801,0.09899999999999998
fake_kolkata,1,3,0.931,0.866,0.06500000000000006,0.866,0.06500000000000006
fake_kolkata,2,3,0.957,0.917,0.039999999999999925,0.917,0.039999999999999925
fake_auckland,0,3,0.824,0.657,0.16699999999999993,0.657,0.16699999999999993
fake_auckland,1,3,0.886,0.761,0.125,0.761,0.125
fake_auckland,2,3,0.918,0.794,0.124,0.794,0.124
fake_geneva,0,3,0.973,0.199,0.774,0.199,0.774
fake_geneva,1,3,0.965,0.564,0.401,0.564,0.401
fake_geneva,2,3,0.939,0.803,0.1359999999999999,0.803,0.1359999999999999
fake_montreal,0,3,0.947,0.905,0.041999999999999926,0.905,0.041999999999999926
fake_montreal,1,3,0.966,0.924,0.041999999999999926,0.924,0.041999999999999926
fake_montreal,2,3,0.976,0.946,0.030000000000000027,0.946,0.030000000000000027
fake_paris,0,3,0.919,0.839,0.08000000000000007,0.839,0.08000000000000007
fake_paris,1,3,0.919,0.837,0.08200000000000007,0.837,0.08200000000000007
fake_paris,2,3,0.943,0.884,0.05899999999999994,0.884,0.05899999999999994
fake_sydney,0,3,0.829,0.689,0.14,0.689,0.14
fake_sydney,1,3,0.967,0.922,0.04499999999999993,0.922,0.04499999999999993
fake_sydney,2,3,0.947,0.889,0.05799999999999994,0.889,0.05799999999999994
fake_toronto,0,3,0.827,0.678,0.1489999999999999,0.678,0.1489999999999999
fake_toronto,1,3,0.825,0.663,0.16199999999999992,0.663,0.16199999999999992
fake_toronto,2,3,0.942,0.88,0.061999999999999944,0.88,0.061999999999999944
fake_brooklyn,0,3,0.928,0.858,0.07000000000000006,0.858,0.07000000000000006
fake_brooklyn,1,3,0.94,0.879,0.06099999999999994,0.879,0.06099999999999994
fake_brooklyn,2,3,0.905,0.827,0.07800000000000007,0.827,0.07800000000000007
fake_manhattan,0,3,0.197,0.217,-0.01999999999999999,0.217,-0.01999999999999999
fake_manhattan,1,3,0.198,0.169,0.028999999999999998,0.169,0.028999999999999998
fake_manhattan,2,3,0.12,0.116,0.00399999999999999,0.116,0.00399999999999999
fake_cambridge,0,3,0.197,0.091,0.10600000000000001,0.091,0.10600000000000001
fake_cambridge,1,3,0.197,0.078,0.11900000000000001,0.078,0.11900000000000001
fake_cambridge,2,3,0.197,0.078,0.11900000000000001,0.078,0.11900000000000001
fake_guadalupe,0,3,0.971,0.93,0.040999999999999925,0.93,0.040999999999999925
fake_guadalupe,1,3,0.972,0.95,0.02200000000000002,0.95,0.02200000000000002
fake_guadalupe,2,3,0.969,0.931,0.03799999999999992,0.931,0.03799999999999992
fake_melbourne,0,3,0.916,0.833,0.08300000000000007,0.833,0.08300000000000007
fake_melbourne,1,3,0.913,0.83,0.08300000000000007,0.83,0.08300000000000007
fake_melbourne,2,3,0.91,0.809,0.10099999999999998,0.809,0.10099999999999998
fake_rochester,0,3,0.192,0.097,0.095,0.097,0.095
fake_rochester,1,3,0.918,0.444,0.47400000000000003,0.444,0.47400000000000003
fake_rochester,2,3,0.12,0.065,0.05499999999999999,0.065,0.05499999999999999
fake_washington,0,3,0.198,0.182,0.016000000000000014,0.182,0.016000000000000014
fake_washington,1,3,0.193,0.195,-0.0020000000000000018,0.195,-0.0020000000000000018
fake_washington,2,3,0.192,0.191,0.0010000000000000009,0.191,0.0010000000000000009
