hardware_spec,embedding_index,horizon,my_guarantee,baseline_guarantee,diff,best_baseline,diff_best
fake_johannesburg,0,3,0.922,0.78,0.14200000000000002,0.78,0.14200000000000002
fake_johannesburg,1,3,0.898,0.764,0.134,0.764,0.134
fake_johannesburg,2,3,0.929,0.821,0.1080000000000001,0.821,0.1080000000000001
fake_almaden,0,3,0.907,0.785,0.122,0.785,0.122
fake_almaden,1,3,0.853,0.674,0.17899999999999994,0.674,0.17899999999999994
fake_almaden,2,3,0.914,0.78,0.134,0.78,0.134
fake_boeblingen,0,3,0.943,0.865,0.07799999999999996,0.865,0.07799999999999996
fake_boeblingen,1,3,0.96,0.892,0.06799999999999995,0.892,0.06799999999999995
fake_boeblingen,2,3,0.959,0.896,0.06299999999999994,0.896,0.06299999999999994
fake_poughkeepsie,0,3,0.904,0.742,0.16200000000000003,0.742,0.16200000000000003
fake_poughkeepsie,1,3,0.845,0.666,0.17899999999999994,0.666,0.17899999999999994
fake_poughkeepsie,2,3,0.883,0.728,0.15500000000000003,0.728,0.15500000000000003
fake_singapore,0,3,0.956,0.891,0.06499999999999995,0.891,0.06499999999999995
fake_singapore,1,3,0.949,0.875,0.07399999999999995,0.875,0.07399999999999995
fake_singapore,2,3,0.958,0.891,0.06699999999999995,0.891,0.06699999999999995
fake_tokyo,0,3,0.89,0.732,0.15800000000000003,0.732,0.15800000000000003
fake_tokyo,1,3,0.923,0.891,0.03200000000000003,0.891,0.03200000000000003
fake_tokyo,2,3,0.905,0.779,0.126,0.779,0.126
fake_hanoi,0,3,0.968,0.908,0.05999999999999994,0.908,0.05999999999999994
fake_hanoi,1,3,0.966,0.912,0.05399999999999994,0.912,0.05399999999999994
fake_hanoi,2,3,0.957,0.887,0.06999999999999995,0.887,0.06999999999999995
fake_cairo,0,3,0.94,0.818,0.122,0.818,0.122
fake_cairo,1,3,0.931,0.826,0.1050000000000001,0.826,0.1050000000000001
fake_cairo,2,3,0.944,0.947,-0.0030000000000000027,0.947,-0.0030000000000000027
fake_mumbai,0,3,0.959,0.898,0.06099999999999994,0.898,0.06099999999999994
fake_mumbai,1,3,0.931,0.84,0.09100000000000008,0.84,0.09100000000000008
fake_mumbai,2,3,0.97,0.915,0.05499999999999994,0.915,0.05499999999999994
fake_kolkata,0,3,0.9,0.762,0.138,0.762,0.138
fake_kolkata,1,3,0.931,0.814,0.1170000000000001,0.814,0.1170000000000001
fake_kolkata,2,3,0.957,0.889,0.06799999999999995,0.889,0.06799999999999995
fake_auckland,0,3,0.824,0.607,0.21699999999999997,0.607,0.21699999999999997
fake_auckland,1,3,0.886,0.71,0.17600000000000005,0.71,0.17600000000000005
fake_auckland,2,3,0.918,0.781,0.137,0.781,0.137
fake_geneva,0,3,0.973,0.203,0.77,0.203,0.77
fake_geneva,1,3,0.965,0.212,0.753,0.212,0.753
fake_geneva,2,3,0.939,0.772,0.16699999999999993,0.772,0.16699999999999993
fake_montreal,0,3,0.947,0.868,0.07899999999999996,0.868,0.07899999999999996
fake_montreal,1,3,0.966,0.918,0.04799999999999993,0.918,0.04799999999999993
fake_montreal,2,3,0.976,0.94,0.03600000000000003,0.94,0.03600000000000003
fake_paris,0,3,0.919,0.796,0.123,0.796,0.123
fake_paris,1,3,0.919,0.778,0.14100000000000001,0.778,0.14100000000000001
fake_paris,2,3,0.943,0.862,0.08099999999999996,0.862,0.08099999999999996
fake_sydney,0,3,0.829,0.606,0.22299999999999998,0.606,0.22299999999999998
fake_sydney,1,3,0.967,0.917,0.04999999999999993,0.917,0.04999999999999993
fake_sydney,2,3,0.947,0.868,0.07899999999999996,0.868,0.07899999999999996
fake_toronto,0,3,0.827,0.594,0.23299999999999998,0.594,0.23299999999999998
fake_toronto,1,3,0.825,0.603,0.22199999999999998,0.603,0.22199999999999998
fake_toronto,2,3,0.942,0.846,0.09599999999999997,0.846,0.09599999999999997
fake_brooklyn,0,3,0.928,0.81,0.118,0.81,0.118
fake_brooklyn,1,3,0.94,0.829,0.11099999999999999,0.829,0.11099999999999999
fake_brooklyn,2,3,0.905,0.782,0.123,0.782,0.123
fake_manhattan,0,3,0.197,0.195,0.0020000000000000018,0.195,0.0020000000000000018
fake_manhattan,1,3,0.198,0.189,0.009000000000000008,0.189,0.009000000000000008
fake_manhattan,2,3,0.12,0.12,0.0,0.12,0.0
fake_cambridge,0,3,0.197,0.213,-0.015999999999999986,0.213,-0.015999999999999986
fake_cambridge,1,3,0.197,0.193,0.0040000000000000036,0.193,0.0040000000000000036
fake_cambridge,2,3,0.197,0.196,0.0010000000000000009,0.196,0.0010000000000000009
fake_guadalupe,0,3,0.971,0.928,0.04299999999999993,0.928,0.04299999999999993
fake_guadalupe,1,3,0.972,0.924,0.04799999999999993,0.924,0.04799999999999993
fake_guadalupe,2,3,0.969,0.923,0.04599999999999993,0.923,0.04599999999999993
fake_melbourne,0,3,0.916,0.795,0.121,0.795,0.121
fake_melbourne,1,3,0.913,0.793,0.12,0.793,0.12
fake_melbourne,2,3,0.91,0.779,0.131,0.779,0.131
fake_rochester,0,3,0.192,0.134,0.057999999999999996,0.134,0.057999999999999996
fake_rochester,1,3,0.918,0.2,0.718,0.2,0.718
fake_rochester,2,3,0.12,0.118,0.0020000000000000018,0.118,0.0020000000000000018
fake_washington,0,3,0.198,0.17,0.027999999999999997,0.17,0.027999999999999997
fake_washington,1,3,0.193,0.187,0.006000000000000005,0.187,0.006000000000000005
fake_washington,2,3,0.192,0.188,0.0040000000000000036,0.188,0.0040000000000000036
