hardware_spec,embedding_index,horizon,my_guarantee,baseline_guarantee,diff,best_baseline,diff_best
fake_johannesburg,0,3,0.922,0.821,0.10100000000000009,0.821,0.10100000000000009
fake_johannesburg,1,3,0.898,0.754,0.14400000000000002,0.754,0.14400000000000002
fake_johannesburg,2,3,0.929,0.828,0.10100000000000009,0.828,0.10100000000000009
fake_almaden,0,3,0.907,0.77,0.137,0.77,0.137
fake_almaden,1,3,0.853,0.668,0.18499999999999994,0.668,0.18499999999999994
fake_almaden,2,3,0.914,0.766,0.14800000000000002,0.766,0.14800000000000002
fake_boeblingen,0,3,0.943,0.87,0.07299999999999995,0.87,0.07299999999999995
fake_boeblingen,1,3,0.96,0.89,0.06999999999999995,0.89,0.06999999999999995
fake_boeblingen,2,3,0.959,0.89,0.06899999999999995,0.89,0.06899999999999995
fake_poughkeepsie,0,3,0.904,0.761,0.14300000000000002,0.761,0.14300000000000002
fake_poughkeepsie,1,3,0.845,0.659,0.18599999999999994,0.659,0.18599999999999994
fake_poughkeepsie,2,3,0.883,0.725,0.15800000000000003,0.725,0.15800000000000003
fake_singapore,0,3,0.956,0.895,0.06099999999999994,0.895,0.06099999999999994
fake_singapore,1,3,0.949,0.879,0.06999999999999995,0.879,0.06999999999999995
fake_singapore,2,3,0.958,0.889,0.06899999999999995,0.889,0.06899999999999995
fake_tokyo,0,3,0.89,0.728,0.16200000000000003,0.728,0.16200000000000003
fake_tokyo,1,3,0.923,0.892,0.031000000000000028,0.892,0.031000000000000028
fake_tokyo,2,3,0.905,0.791,0.11399999999999999,0.791,0.11399999999999999
fake_hanoi,0,3,0.968,0.914,0.05399999999999994,0.914,0.05399999999999994
fake_hanoi,1,3,0.966,0.906,0.05999999999999994,0.906,0.05999999999999994
fake_hanoi,2,3,0.957,0.892,0.06499999999999995,0.892,0.06499999999999995
fake_cairo,0,3,0.94,0.849,0.09099999999999997,0.849,0.09099999999999997
fake_cairo,1,3,0.931,0.825,0.1060000000000001,0.825,0.1060000000000001
fake_cairo,2,3,0.944,0.95,-0.006000000000000005,0.95,-0.006000000000000005
fake_mumbai,0,3,0.959,0.889,0.06999999999999995,0.889,0.06999999999999995
fake_mumbai,1,3,0.931,0.838,0.09300000000000008,0.838,0.09300000000000008
fake_mumbai,2,3,0.97,0.92,0.04999999999999993,0.92,0.04999999999999993
fake_kolkata,0,3,0.9,0.763,0.137,0.763,0.137
fake_kolkata,1,3,0.931,0.826,0.1050000000000001,0.826,0.1050000000000001
fake_kolkata,2,3,0.957,0.884,0.07299999999999995,0.884,0.07299999999999995
fake_auckland,0,3,0.824,0.599,0.22499999999999998,0.599,0.22499999999999998
fake_auckland,1,3,0.886,0.711,0.17500000000000004,0.711,0.17500000000000004
fake_auckland,2,3,0.918,0.783,0.135,0.783,0.135
fake_geneva,0,3,0.973,0.195,0.778,0.195,0.778
fake_geneva,1,3,0.965,0.218,0.747,0.218,0.747
fake_geneva,2,3,0.939,0.763,0.17599999999999993,0.763,0.17599999999999993
fake_montreal,0,3,0.947,0.863,0.08399999999999996,0.863,0.08399999999999996
fake_montreal,1,3,0.966,0.905,0.06099999999999994,0.905,0.06099999999999994
fake_montreal,2,3,0.976,0.933,0.04299999999999993,0.933,0.04299999999999993
fake_paris,0,3,0.919,0.783,0.136,0.783,0.136
fake_paris,1,3,0.919,0.776,0.14300000000000002,0.776,0.14300000000000002
fake_paris,2,3,0.943,0.869,0.07399999999999995,0.869,0.07399999999999995
fake_sydney,0,3,0.829,0.574,0.255,0.574,0.255
fake_sydney,1,3,0.967,0.914,0.052999999999999936,0.914,0.052999999999999936
fake_sydney,2,3,0.947,0.869,0.07799999999999996,0.869,0.07799999999999996
fake_toronto,0,3,0.827,0.626,0.20099999999999996,0.626,0.20099999999999996
fake_toronto,1,3,0.825,0.592,0.23299999999999998,0.592,0.23299999999999998
fake_toronto,2,3,0.942,0.854,0.08799999999999997,0.854,0.08799999999999997
fake_brooklyn,0,3,0.928,0.821,0.1070000000000001,0.821,0.1070000000000001
fake_brooklyn,1,3,0.94,0.826,0.11399999999999999,0.826,0.11399999999999999
fake_brooklyn,2,3,0.905,0.778,0.127,0.778,0.127
fake_manhattan,0,3,0.197,0.178,0.019000000000000017,0.178,0.019000000000000017
fake_manhattan,1,3,0.198,0.219,-0.02099999999999999,0.219,-0.02099999999999999
fake_manhattan,2,3,0.12,0.122,-0.0020000000000000018,0.122,-0.0020000000000000018
fake_cambridge,0,3,0.197,0.204,-0.0069999999999999785,0.204,-0.0069999999999999785
fake_cambridge,1,3,0.197,0.199,-0.0020000000000000018,0.199,-0.0020000000000000018
