horizon,alg_index,hardware_spec,embedding_index,acc
2,0,fake_algiers,0,0.846302178117
2,0,fake_algiers,1,0.8470545985
2,0,fake_algiers,2,0.839286886281
2,0,fake_algiers,3,0.84496850779
2,0,fake_algiers,4,0.849503181241
2,0,fake_algiers,5,0.846839090433
2,0,fake_hanoi,0,0.847742757219
2,0,fake_hanoi,1,0.847779211317
2,0,fake_hanoi,2,0.844818893188
2,0,fake_hanoi,3,0.848694584336
2,0,fake_hanoi,4,0.8393223024
2,0,fake_hanoi,5,0.8407074125
2,0,fake_hanoi,6,0.844861719746
2,0,fake_cairo,0,0.847392096915
2,0,fake_cairo,1,0.843294812575
2,0,fake_cairo,2,0.766063134896
2,0,fake_cairo,3,0.741087929957
2,0,fake_cairo,4,0.844846539525
2,0,fake_cairo,5,0.741087929957
2,0,fake_cairo,6,0.847487873128
2,0,fake_cairo,7,0.847982301977
2,0,fake_cairo,8,0.841417506995
2,0,fake_cairo,9,0.847981302363
2,0,fake_cairo,10,0.847392640389
2,0,fake_cairo,11,0.847980303136
2,0,fake_mumbai,0,0.841050815458
2,0,fake_mumbai,1,0.838675919543
2,0,fake_mumbai,2,0.831941710559
2,0,fake_mumbai,3,0.826919705067
2,0,fake_mumbai,4,0.840980727423
2,0,fake_kolkata,0,0.849574278895
2,0,fake_kolkata,1,0.844981369071
2,0,fake_kolkata,2,0.818379946624
2,0,fake_kolkata,3,0.838789983632
2,0,fake_kolkata,4,0.848747078326
2,0,fake_auckland,0,0.845583464967
2,0,fake_auckland,1,0.848985592837
2,0,fake_auckland,2,0.846183214492
2,0,fake_auckland,3,0.845668341352
2,0,fake_auckland,4,0.847860201251
2,0,fake_geneva,0,0.838908136364
2,0,fake_geneva,1,0.825393761408
2,0,fake_geneva,2,0.753192950035
2,0,fake_geneva,3,0.763523905065
2,0,fake_geneva,4,0.8391163589
2,0,fake_montreal,0,0.825262782065
2,0,fake_montreal,1,0.830106516758
2,0,fake_montreal,2,0.827291464484
2,0,fake_montreal,3,0.846317044512
2,0,fake_montreal,4,0.837431917956
2,0,fake_montreal,5,0.846317044956
2,0,fake_paris,0,0.829577539279
2,0,fake_paris,1,0.840455232183
2,0,fake_paris,2,0.839693365921
2,0,fake_paris,3,0.843958563961
2,0,fake_paris,4,0.84178002944
2,0,fake_paris,5,0.841984527573
2,0,fake_sydney,0,0.810357914514
2,0,fake_sydney,1,0.834429358056
2,0,fake_sydney,2,0.841889105758
2,0,fake_sydney,3,0.810992593128
2,0,fake_sydney,4,0.845456630232
2,0,fake_sydney,5,0.823920743589
2,0,fake_toronto,0,0.815699970063
2,0,fake_toronto,1,0.843944624
2,0,fake_toronto,2,0.79448338647
2,0,fake_toronto,3,0.840456874648
2,0,fake_toronto,4,0.83716264632
2,0,fake_toronto,5,0.845009948356
2,0,fake_valencia,0,0.836581348505
2,0,fake_valencia,1,0.836580348505
2,0,fake_valencia,2,0.818575437771
2,0,fake_valencia,3,0.831408610752
2,0,fake_athens,0,0.835954409691
2,0,fake_athens,1,0.835955409692
2,0,fake_athens,2,0.84588891788
2,0,fake_belem,0,0.823979190022
2,0,fake_belem,1,0.830382788582
2,0,fake_belem,2,0.836181977166
2,0,fake_belem,3,0.838538181212
2,0,fake_bogota,0,0.829286864497
2,0,fake_bogota,1,0.826577603296
2,0,fake_bogota,2,0.829286864049
2,0,fake_bogota,3,0.83037382784
2,0,fake_burlington,0,0.818502175429
