backend,embedding,time
VALENCIA,0,4067.671794652939
VALENCIA,1,3970.1194117069244
VALENCIA,2,3215.1168835163116
VALENCIA,3,3212.524926662445
ATHENS,0,3277.7767531871796
ATHENS,1,3254.9875676631927
ATHENS,2,3259.2333965301514
BELEM,0,3234.869884252548
BELEM,1,3229.4930670261383
BELEM,2,3200.875712633133
BELEM,3,3205.290427684784
BOGOTA,0,3188.3873302936554
BOGOTA,1,3249.3467497825623
BOGOTA,2,3195.672910928726
BOGOTA,3,3261.999274253845
BURLINGTON,0,344.0179512500763
BURLINGTON,1,347.2309067249298
BURLINGTON,2,346.8737277984619
BURLINGTON,3,346.8644230365753
ESSEX,0,344.11968970298767
ESSEX,1,347.8014600276947
ESSEX,2,341.90611577033997
ESSEX,3,347.5104055404663
LIMA,0,3250.115662574768
LIMA,1,3242.665769100189
LIMA,2,3156.1027135849
LONDON,0,328.3392460346222
LONDON,1,326.63656997680664
LONDON,2,332.60376739501953
MANILA,0,3118.70050907135
MANILA,1,3076.615096092224
MANILA,2,3071.6564979553223
OURENSE,0,3071.839745759964
OURENSE,1,3056.35581946373
OURENSE,2,3078.4214985370636
QUITO,0,3069.4326841831207
QUITO,1,3039.2846212387085
QUITO,2,3099.9229021072388
ROME,0,3024.486925125122
ROME,1,3075.313596725464
ROME,2,3022.7362287044525
SANTIAGO,0,3044.002448320389
SANTIAGO,1,3012.045089006424
SANTIAGO,2,3043.814686536789
SANTIAGO,3,3032.8715410232544
VIGO,0,3045.637313604355
VIGO,1,3013.7672951221466
VIGO,2,3022.4816880226135
VIGO,3,3029.22407913208
YORKTOWN,0,3042.5865659713745
YORKTOWN,1,3020.4596054553986
YORKTOWN,2,3064.589805841446
