hardware,embedding,horizon,lambda,time
fake_fez,0,1,0.74855000000000000000000000000000,0
fake_fez,0,2,0.85102972846500000000000000000000,1
fake_fez,0,3,0.85102972846500000000000000000000,8
fake_fez,1,1,0.70330000000000000000000000000000,0
fake_fez,1,2,0.78728229247600000000000000000000,1
fake_fez,1,3,0.78728249851268960000000000000000,8
fake_makarresh,0,1,0.50000050000000000000000000000000,0
fake_makarresh,0,2,0.75000000000000000000000000000000,1
fake_makarresh,0,3,0.85127909355100000000000000000000,9
fake_makarresh,1,1,0.74916650000000000000000000000000,0
fake_makarresh,1,2,0.85180964367600000000000000000000,1
fake_makarresh,1,3,0.85180989590203250700000000000000,8
