backend,embedding,time
JOHANNESBURG,0,42.816778898239136
JOHANNESBURG,1,43.09945583343506
JOHANNESBURG,2,41.701744079589844
JOHANNESBURG,3,42.585989236831665
JOHANNESBURG,4,41.284907817840576
JOHANNESBURG,5,40.550848960876465
ALMADEN,0,42.66287183761597
ALMADEN,1,41.03303503990173
ALMADEN,2,41.93553614616394
ALMADEN,3,42.48112893104553
ALMADEN,4,42.66276979446411
BOEBLINGEN,0,43.101890087127686
BOEBLINGEN,1,42.40953993797302
BOEBLINGEN,2,42.72874093055725
BOEBLINGEN,3,41.507221937179565
BOEBLINGEN,4,41.6879141330719
POUGHKEEPSIE,0,43.38474917411804
POUGHKEEPSIE,1,42.456027030944824
POUGHKEEPSIE,2,42.2847740650177
POUGHKEEPSIE,3,41.868775844573975
POUGHKEEPSIE,4,43.05485486984253
SINGAPORE,0,42.79137301445007
SINGAPORE,1,41.8658013343811
SINGAPORE,2,41.86741614341736
SINGAPORE,3,41.66075396537781
SINGAPORE,4,43.11371397972107
SINGAPORE,5,41.98913097381592
