backend,embedding,time
HANOI,0,11.828612089157104
HANOI,1,12.118086099624634
HANOI,2,13.648805856704712
HANOI,3,13.282318115234375
HANOI,4,12.560141801834106
HANOI,5,12.304853916168213
HANOI,6,13.049952983856201
CAIRO,0,11.584468126296997
CAIRO,1,12.063240051269531
CAIRO,2,11.688826084136963
CAIRO,3,12.46024203300476
CAIRO,4,12.963074922561646
CAIRO,5,13.397788047790527
CAIRO,6,13.482213020324707
CAIRO,7,13.665333986282349
CAIRO,8,14.012602090835571
CAIRO,9,14.012573957443237
MUMBAI,0,11.116780996322632
MUMBAI,1,11.492069005966187
MUMBAI,2,12.44899606704712
MUMBAI,3,12.746390104293823
MUMBAI,4,12.755450010299683
MUMBAI,5,12.795910835266113
MUMBAI,6,13.109603881835938
MUMBAI,7,13.908172845840454
KOLKATA,0,11.827927827835083
KOLKATA,1,11.548050880432129
KOLKATA,2,12.612651109695435
KOLKATA,3,13.666620969772339
KOLKATA,4,14.274366855621338
KOLKATA,5,14.070065259933472
KOLKATA,6,13.986291885375977
AUCKLAND,0,13.925372123718262
AUCKLAND,1,12.49162220954895
GENEVA,0,13.106878757476807
GENEVA,1,13.007533073425293
GENEVA,2,13.393471002578735
MONTREAL,0,11.306866884231567
MONTREAL,1,12.537210941314697
MONTREAL,2,13.865799188613892
MONTREAL,3,13.815469026565552
PARIS,0,11.697041273117065
PARIS,1,12.211318969726562
PARIS,2,12.357159852981567
PARIS,3,12.554190874099731
PARIS,4,12.971042156219482
PARIS,5,13.191370964050293
PARIS,6,13.600595951080322
SYDNEY,0,13.46146297454834
SYDNEY,1,13.295878887176514
SYDNEY,2,13.328783988952637
SYDNEY,3,13.83236289024353
SYDNEY,4,12.865743160247803
SYDNEY,5,11.853152990341187
TORONTO,0,12.435901880264282
TORONTO,1,12.933282136917114
TORONTO,2,12.710967063903809
TORONTO,3,12.547760963439941
TORONTO,4,12.985930919647217
TORONTO,5,13.647750854492188
TORONTO,6,13.56547999382019
TORONTO,7,14.181926250457764
TORONTO,8,14.210345983505249
