backend,embedding,time
HANOI,0,0.8749439716339111
HANOI,1,0.8382391929626465
HANOI,2,0.9634661674499512
CAIRO,0,0.8565771579742432
CAIRO,1,0.8737010955810547
CAIRO,2,0.9634811878204346
MUMBAI,0,0.7852749824523926
MUMBAI,1,0.7933018207550049
MUMBAI,2,0.8769350051879883
KOLKATA,0,0.9311680793762207
KOLKATA,1,0.9228243827819824
KOLKATA,2,0.9455230236053467
AUCKLAND,0,0.8974850177764893
AUCKLAND,1,0.8766381740570068
AUCKLAND,2,0.9109697341918945
GENEVA,0,0.907440185546875
GENEVA,1,0.9006998538970947
GENEVA,2,0.8797760009765625
MONTREAL,0,0.8392760753631592
MONTREAL,1,0.8739991188049316
MONTREAL,2,0.9642500877380371
PARIS,0,0.8160297870635986
PARIS,1,0.7961020469665527
PARIS,2,0.9722051620483398
SYDNEY,0,0.9956700801849365
SYDNEY,1,1.0045170783996582
SYDNEY,2,0.8734829425811768
TORONTO,0,0.9374351501464844
TORONTO,1,0.9223830699920654
TORONTO,2,0.8939540386199951
