embedding,horizon,lambda,time
0,4,0.91185207135286929984140000000000000000000000000000000000000000000000000000000000,34
0,5,0.92363114899209706922025324000000000000000000000000000000000000000000000000000000,170
0,6,0.96018706209935453853802775595200000000000000000000000000000000000000000000000000,833
0,7,0.96436311375162190967229886227901280000000000000000000000000000000000000000000000,4048
1,4,0.94185772354471633246620000000000000000000000000000000000000000000000000000000000,34
1,5,0.95042981244485367558683460000000000000000000000000000000000000000000000000000000,171
1,6,0.96823719791274000707332092043200000000000000000000000000000000000000000000000000,833
1,7,0.96978216312445084636646688195071520000000000000000000000000000000000000000000000,4048
2,4,0.85259207818316923198080000000000000000000000000000000000000000000000000000000000,35
2,5,0.86923449507336761973029376000000000000000000000000000000000000000000000000000000,170
2,6,0.92329278852091758684773920972800000000000000000000000000000000000000000000000000,831
2,7,0.93341523903087673262538929836032000000000000000000000000000000000000000000000000,4037
3,4,0.86469691030312722339840000000000000000000000000000000000000000000000000000000000,32
3,5,0.88191067526943482834280448000000000000000000000000000000000000000000000000000000,160
3,6,0.93782483509521473022570931814400000000000000000000000000000000000000000000000000,779
3,7,0.94829479778820193739625434382336000000000000000000000000000000000000000000000000,3784
4,4,0.95110240963478821843200000000000000000000000000000000000000000000000000000000000,30
4,5,0.96436482670245099205390080000000000000000000000000000000000000000000000000000000,146
4,6,0.97481635148419552411216559616000000000000000000000000000000000000000000000000000,717
4,7,0.97694231244521407561817968026777600000000000000000000000000000000000000000000000,3546
5,4,0.69249579639631028220400000000000000000000000000000000000000000000000000000000000,29
5,5,0.77191999614958478424137040000000000000000000000000000000000000000000000000000000,147
5,6,0.79638990366861526548924006544000000000000000000000000000000000000000000000000000,714
5,7,0.80127701382819436419183175814684800000000000000000000000000000000000000000000000,3489
