embedding,horizon,lambda,time
0,4,0.96651291724640129382400000000000000000000000000000000000000000000000000000000000,35
0,5,0.97602977055822788021800960000000000000000000000000000000000000000000000000000000,170
0,6,0.98397123009751005929882730496000000000000000000000000000000000000000000000000000,832
0,7,0.98505156044502066500246792912896000000000000000000000000000000000000000000000000,4048
1,4,0.96752235530293140507360000000000000000000000000000000000000000000000000000000000,34
1,5,0.97705977628723741420817376000000000000000000000000000000000000000000000000000000,170
1,6,0.98501841161770840602623346508800000000000000000000000000000000000000000000000000,833
1,7,0.98610107715077985334979366057272320000000000000000000000000000000000000000000000,4049
2,4,0.95843620650600012782460000000000000000000000000000000000000000000000000000000000,34
2,5,0.96265379829524359724556516000000000000000000000000000000000000000000000000000000,170
2,6,0.97634865177945587635840925812800000000000000000000000000000000000000000000000000,832
2,7,0.97684410565416386286556742016652320000000000000000000000000000000000000000000000,4037
3,4,0.94639056329430981210150000000000000000000000000000000000000000000000000000000000,32
3,5,0.95880021274090552488613470000000000000000000000000000000000000000000000000000000,159
3,6,0.97277507544303589518604148868000000000000000000000000000000000000000000000000000,778
3,7,0.97500431468699015760838736449455600000000000000000000000000000000000000000000000,3785
4,4,0.95640709844386159423740000000000000000000000000000000000000000000000000000000000,30
4,5,0.96909524358058704655719972000000000000000000000000000000000000000000000000000000,146
4,6,0.98338370156104642650210592036800000000000000000000000000000000000000000000000000,716
4,7,0.98566296797928204220869489617350560000000000000000000000000000000000000000000000,3546
