embedding,horizon,lambda,time
0,4,0.74155580005937533380000000000000000000000000000000000000000000000000000000000000,41
0,5,0.76933465791966855656200000000000000000000000000000000000000000000000000000000000,195
0,6,0.81691177067381630708933250000000000000000000000000000000000000000000000000000000,960
0,7,0.84401174470827709535366034375000000000000000000000000000000000000000000000000000,4613
1,4,0.76893456111646403795125000000000000000000000000000000000000000000000000000000000,38
1,5,0.76927064561153028724717656250000000000000000000000000000000000000000000000000000,188
1,6,0.85797098210901984794120777734375000000000000000000000000000000000000000000000000,911
1,7,0.85830482915968697781341227819580078125000000000000000000000000000000000000000000,4457
2,4,0.60372142650419638401000000000000000000000000000000000000000000000000000000000000,37
2,5,0.60462888203946012100439062500000000000000000000000000000000000000000000000000000,186
2,6,0.65261467541645960865341041406250000000000000000000000000000000000000000000000000,921
2,7,0.65389824828012220005134387975097656250000000000000000000000000000000000000000000,4464
3,4,0.94592408316483485320000000000000000000000000000000000000000000000000000000000000,39
3,5,0.95261293691235237599800000000000000000000000000000000000000000000000000000000000,187
3,6,0.95460287090223883903040500000000000000000000000000000000000000000000000000000000,910
3,7,0.95499793132670159272066187500000000000000000000000000000000000000000000000000000,4436
4,4,0.58664327729802084907375000000000000000000000000000000000000000000000000000000000,37
4,5,0.63104767571086283046752031250000000000000000000000000000000000000000000000000000,185
4,6,0.64948075345949453758113752148437500000000000000000000000000000000000000000000000,908
4,7,0.65238740297755506392664748749267578125000000000000000000000000000000000000000000,4442
