embedding,horizon,lambda,time
0,4,0.94905672993274487987100000000000000000000000000000000000000000000000000000000000,39
0,5,0.96971326625709238683656100000000000000000000000000000000000000000000000000000000,193
0,6,0.97545130288141691161934509800000000000000000000000000000000000000000000000000000,946
0,7,0.97922488094557098643083090767700000000000000000000000000000000000000000000000000,4597
1,4,0.95261574189417083224100000000000000000000000000000000000000000000000000000000000,39
1,5,0.97343608476885294303259100000000000000000000000000000000000000000000000000000000,192
1,6,0.97921962400401053967917403800000000000000000000000000000000000000000000000000000,946
1,7,0.98302312657639005919387526998700000000000000000000000000000000000000000000000000,4598
2,4,0.94819468225082511457690000000000000000000000000000000000000000000000000000000000,38
2,5,0.96952875393120819002595522000000000000000000000000000000000000000000000000000000,191
2,6,0.97611243690098657112108444872800000000000000000000000000000000000000000000000000,933
2,7,0.98024410674850751287625761582066960000000000000000000000000000000000000000000000,4534
