embedding,horizon,lambda,time
0,4,0.95905068859468420615560000000000000000000000000000000000000000000000000000000000,39
0,5,0.96712994234456600141772240000000000000000000000000000000000000000000000000000000,193
0,6,0.97718448172168137879111988185600000000000000000000000000000000000000000000000000,945
0,7,0.97814945437523639013366593931901440000000000000000000000000000000000000000000000,4595
1,4,0.95343214571380490474280000000000000000000000000000000000000000000000000000000000,39
1,5,0.96921150691116422187635592000000000000000000000000000000000000000000000000000000,193
1,6,0.98239339048122864251046293462400000000000000000000000000000000000000000000000000,946
1,7,0.98547427155377470737830453789183040000000000000000000000000000000000000000000000,4596
2,4,0.96550665920055126643200000000000000000000000000000000000000000000000000000000000,39
2,5,0.97630637889398085581322240000000000000000000000000000000000000000000000000000000,190
2,6,0.98658413696250317235041992704000000000000000000000000000000000000000000000000000,933
2,7,0.98806856793811839962890760139571200000000000000000000000000000000000000000000000,4536
