embedding,horizon,lambda,time
0,4,0.96827534475111667200000000000000000000000000000000000000000000000000000000000000,39
0,5,0.97651700298002720286720000000000000000000000000000000000000000000000000000000000,193
0,6,0.98641420317468697036603392000000000000000000000000000000000000000000000000000000,946
0,7,0.98737959324296890595241964339200000000000000000000000000000000000000000000000000,4595
1,4,0.97080556746146407680000000000000000000000000000000000000000000000000000000000000,39
1,5,0.97909171361004952839168000000000000000000000000000000000000000000000000000000000,193
1,6,0.98904233813422800843074764800000000000000000000000000000000000000000000000000000,945
1,7,0.99001293931099904015150394900480000000000000000000000000000000000000000000000000,4598
2,4,0.93028640497314123443380000000000000000000000000000000000000000000000000000000000,38
2,5,0.95326371426845180669542556000000000000000000000000000000000000000000000000000000,190
2,6,0.97048302855898588103125608145600000000000000000000000000000000000000000000000000,934
2,7,0.97711908857067266010386954416250080000000000000000000000000000000000000000000000,4534
