embedding,horizon,lambda,time
0,4,0.94687642770139126934200000000000000000000000000000000000000000000000000000000000,40
0,5,0.95581390534325635844701584000000000000000000000000000000000000000000000000000000,196
0,6,0.97496174608182529713226101184000000000000000000000000000000000000000000000000000,959
0,7,0.97665758878865172984824568487928320000000000000000000000000000000000000000000000,4610
1,4,0.95776419422451047141120000000000000000000000000000000000000000000000000000000000,38
1,5,0.96691948902110159291942400000000000000000000000000000000000000000000000000000000,187
1,6,0.98653389343913153295860194918400000000000000000000000000000000000000000000000000,910
1,7,0.98827106311493181472139549333504000000000000000000000000000000000000000000000000,4453
2,4,0.98387899081881254005320000000000000000000000000000000000000000000000000000000000,37
2,5,0.98591129306259692328767052000000000000000000000000000000000000000000000000000000,186
2,6,0.98992467523919914909962753384000000000000000000000000000000000000000000000000000,920
2,7,0.99000095846458562744062998377135520000000000000000000000000000000000000000000000,4460
3,4,0.98523020423478118801120000000000000000000000000000000000000000000000000000000000,39
3,5,0.98726818367490425721334120000000000000000000000000000000000000000000000000000000,186
3,6,0.99129277717884441450572290364800000000000000000000000000000000000000000000000000,909
3,7,0.99136927350006639621491451199637440000000000000000000000000000000000000000000000,4434
4,4,0.90743935893316508604240000000000000000000000000000000000000000000000000000000000,37
4,5,0.91461029165039759155674624000000000000000000000000000000000000000000000000000000,184
4,6,0.96599038311600435519231276691200000000000000000000000000000000000000000000000000,908
4,7,0.96908854099721373842615253267886080000000000000000000000000000000000000000000000,4438
5,4,0.91190766528434579205870000000000000000000000000000000000000000000000000000000000,38
5,5,0.91915719091221331589397642000000000000000000000000000000000000000000000000000000,184
5,6,0.97110069598678873975605161229600000000000000000000000000000000000000000000000000,897
5,7,0.97423281715212313906077964708658640000000000000000000000000000000000000000000000,4390
6,4,0.91576552106218982653000000000000000000000000000000000000000000000000000000000000,37
6,5,0.91584864186761006573530600000000000000000000000000000000000000000000000000000000,186
6,6,0.96939714553517787635514828880000000000000000000000000000000000000000000000000000,904
6,7,0.96942931827994979672974285681000000000000000000000000000000000000000000000000000,4408
