embedding,horizon,lambda,time
0,4,0.97196774112344531986060000000000000000000000000000000000000000000000000000000000,34
0,5,0.97196780096384515984155796000000000000000000000000000000000000000000000000000000,170
0,6,0.98810642405942728039037516948800000000000000000000000000000000000000000000000000,833
0,7,0.98810642712874431367072327050409120000000000000000000000000000000000000000000000,4049
1,4,0.97294345545982691152720000000000000000000000000000000000000000000000000000000000,34
1,5,0.97294350675180337043495032000000000000000000000000000000000000000000000000000000,170
1,6,0.98911542550237627021687860985600000000000000000000000000000000000000000000000000,833
1,7,0.98911542813322996499376644509935040000000000000000000000000000000000000000000000,4050
2,4,0.97565525779958402612750000000000000000000000000000000000000000000000000000000000,34
2,5,0.97565623345484182571152612750000000000000000000000000000000000000000000000000000,170
2,6,0.98776888770188106963828015545000000000000000000000000000000000000000000000000000,831
2,7,0.98776987547076877151934979373015545000000000000000000000000000000000000000000000,4037
3,4,0.95892212182954597634400000000000000000000000000000000000000000000000000000000000,31
3,5,0.95892213182145598442400000000000000000000000000000000000000000000000000000000000,159
3,6,0.97726420431550029255180456192000000000000000000000000000000000000000000000000000,779
3,7,0.97726420491453048523941284352000000000000000000000000000000000000000000000000000,3785
4,4,0.96566905451669451740700000000000000000000000000000000000000000000000000000000000,29
4,5,0.96566906450859453357699192000000000000000000000000000000000000000000000000000000,146
4,6,0.98428081623308035086646932576000000000000000000000000000000000000000000000000000,717
4,7,0.98428081683210994452388491975171840000000000000000000000000000000000000000000000,3547
