embedding,horizon,lambda,time
0,4,0.96262873238517012867840000000000000000000000000000000000000000000000000000000000,34
0,5,0.97613753517078789643580928000000000000000000000000000000000000000000000000000000,170
0,6,0.98669453501128311437058860236800000000000000000000000000000000000000000000000000,832
0,7,0.98883725375815199931772635628093440000000000000000000000000000000000000000000000,4049
1,4,0.96381430196130609092000000000000000000000000000000000000000000000000000000000000,35
1,5,0.97735769417860542877486400000000000000000000000000000000000000000000000000000000,169
1,6,0.98794172532828031186273475840000000000000000000000000000000000000000000000000000,834
1,7,0.99008993052904772793960403695872000000000000000000000000000000000000000000000000,4050
2,4,0.95910954289303706685990000000000000000000000000000000000000000000000000000000000,34
2,5,0.97306643581367742703279098000000000000000000000000000000000000000000000000000000,170
2,6,0.98467502766424254272203290468000000000000000000000000000000000000000000000000000,831
2,7,0.98704529418713649232988106362304720000000000000000000000000000000000000000000000,4038
3,4,0.95948930848910365103680000000000000000000000000000000000000000000000000000000000,32
3,5,0.96895472644388648624815808000000000000000000000000000000000000000000000000000000,159
3,6,0.98446775615532495964129418982400000000000000000000000000000000000000000000000000,778
3,7,0.98602347445538731144490280649960960000000000000000000000000000000000000000000000,3785
4,4,0.96194570622095216328100000000000000000000000000000000000000000000000000000000000,29
4,5,0.97146178776919647784458860000000000000000000000000000000000000000000000000000000,147
4,6,0.98705785088015420163658947208000000000000000000000000000000000000000000000000000,716
4,7,0.98862189615319032647894951482943200000000000000000000000000000000000000000000000,3546
