embedding,horizon,lambda,time
0,4,0.80726873335559777926920000000000000000000000000000000000000000000000000000000000,34
0,5,0.88045968822063696991960200000000000000000000000000000000000000000000000000000000,170
0,6,0.88623009493921670267840297361600000000000000000000000000000000000000000000000000,833
0,7,0.92543247903399309038617138940312640000000000000000000000000000000000000000000000,4051
1,4,0.88355208830888611512180000000000000000000000000000000000000000000000000000000000,34
1,5,0.94430698126514157086622972000000000000000000000000000000000000000000000000000000,170
1,6,0.95042618516276489788586214976800000000000000000000000000000000000000000000000000,833
1,7,0.95969673237550927518785220252150240000000000000000000000000000000000000000000000,4052
2,4,0.89294981415027173954960000000000000000000000000000000000000000000000000000000000,34
2,5,0.89334279444580497392914960000000000000000000000000000000000000000000000000000000,170
2,6,0.94282413496998891305926095468800000000000000000000000000000000000000000000000000,831
2,7,0.94297376515228604660392038500086400000000000000000000000000000000000000000000000,4040
3,4,0.93850973087487549135000000000000000000000000000000000000000000000000000000000000,32
3,5,0.94526279905384290347679000000000000000000000000000000000000000000000000000000000,159
3,6,0.95343304476493588919105727600000000000000000000000000000000000000000000000000000,778
3,7,0.95412730618203964014154567790040000000000000000000000000000000000000000000000000,3786
4,4,0.95222298392789383328220000000000000000000000000000000000000000000000000000000000,29
4,5,0.95918725345686119224907544000000000000000000000000000000000000000000000000000000,147
4,6,0.96761299112326360441443293222400000000000000000000000000000000000000000000000000,716
4,7,0.96832896475173881113643709488238720000000000000000000000000000000000000000000000,3548
