embedding,horizon,lambda,time
0,4,0.87738950000183611043200000000000000000000000000000000000000000000000000000000000,34
0,5,0.91112794250186615870462080000000000000000000000000000000000000000000000000000000,171
0,6,0.92797243732288116081897569536000000000000000000000000000000000000000000000000000,837
0,7,0.94234773044728406380259906758681600000000000000000000000000000000000000000000000,4067
1,4,0.89090214028490298947560000000000000000000000000000000000000000000000000000000000,34
1,5,0.92584868707149830711956384000000000000000000000000000000000000000000000000000000,171
1,6,0.94329638921884396525475199692800000000000000000000000000000000000000000000000000,837
1,7,0.95818643748841685052177628987463680000000000000000000000000000000000000000000000,4067
2,4,0.94728375202780832786800000000000000000000000000000000000000000000000000000000000,35
2,5,0.95533485741366987778898048000000000000000000000000000000000000000000000000000000,170
2,6,0.95889295036590256662076128256000000000000000000000000000000000000000000000000000,837
2,7,0.95952767260670225383082861697679360000000000000000000000000000000000000000000000,4068
3,4,0.97479097516964126220600000000000000000000000000000000000000000000000000000000000,34
3,5,0.98333717887339640781216016000000000000000000000000000000000000000000000000000000,171
3,6,0.98711406381729851589924082752000000000000000000000000000000000000000000000000000,837
3,7,0.98778781765816509228087313885893120000000000000000000000000000000000000000000000,4066
4,4,0.71337930956169622410600000000000000000000000000000000000000000000000000000000000,35
4,5,0.73066303363623411825858600000000000000000000000000000000000000000000000000000000,170
4,6,0.79626820939560784492976854800000000000000000000000000000000000000000000000000000,836
4,7,0.81675040759620749816054965540200000000000000000000000000000000000000000000000000,4061
5,4,0.87659266294792492200180000000000000000000000000000000000000000000000000000000000,34
5,5,0.87787307879712678607859160000000000000000000000000000000000000000000000000000000,171
5,6,0.88690994676237301563343161196800000000000000000000000000000000000000000000000000,836
5,7,0.88701522718450515834664185797710080000000000000000000000000000000000000000000000,4062
6,4,0.94572801548741409968880000000000000000000000000000000000000000000000000000000000,34
6,5,0.94724348734007640762774192000000000000000000000000000000000000000000000000000000,171
6,6,0.95793925977823210770325829011200000000000000000000000000000000000000000000000000,835
6,7,0.95806386702656230171384508717692800000000000000000000000000000000000000000000000,4062
7,4,0.95654031833937926776800000000000000000000000000000000000000000000000000000000000,34
7,5,0.95818386825659806193196480000000000000000000000000000000000000000000000000000000,171
7,6,0.96359792507259988373555337984000000000000000000000000000000000000000000000000000,836
7,7,0.96367421121159649943758341129369600000000000000000000000000000000000000000000000,4062
8,4,0.97972384607991780280000000000000000000000000000000000000000000000000000000000000,34
8,5,0.98145085732580190689008000000000000000000000000000000000000000000000000000000000,171
8,6,0.98713986263791026364334886400000000000000000000000000000000000000000000000000000,836
8,7,0.98722002276293382219442405404160000000000000000000000000000000000000000000000000,4061
