embedding,horizon,lambda,time
0,4,0.93826827340700809737113800000000000000000000000000000000000000000000000000000000,33
0,5,0.96310369742336072521486827704600000000000000000000000000000000000000000000000000,171
0,6,0.97647577573206453681362634834542863600000000000000000000000000000000000000000000,832
0,7,0.98321033798634493349297867508675562485431800000000000000000000000000000000000000,4049
1,4,0.94118224382339973235822800000000000000000000000000000000000000000000000000000000,34
1,5,0.96618278393445185833177170607600000000000000000000000000000000000000000000000000,170
1,6,0.97964371617765045580978689304854261600000000000000000000000000000000000000000000,833
1,7,0.98642304839034891622023712837116457911130800000000000000000000000000000000000000,4049
2,4,0.96108331058470277446209200000000000000000000000000000000000000000000000000000000,35
2,5,0.97337903417814842783397357736400000000000000000000000000000000000000000000000000,169
2,6,0.97570462796394512828016308143070842400000000000000000000000000000000000000000000,832
2,7,0.97690057965337767210718826333412691523421200000000000000000000000000000000000000,4038
