embedding,horizon,lambda,time
0,4,0.96861848810278611630900000000000000000000000000000000000000000000000000000000000,40
0,5,0.96861945672127421909511630900000000000000000000000000000000000000000000000000000,197
0,6,0.98009613541963384320085273632000000000000000000000000000000000000000000000000000,965
0,7,0.98009711551576926283469593717273632000000000000000000000000000000000000000000000,4640
1,4,0.97389248367958519837200000000000000000000000000000000000000000000000000000000000,38
1,5,0.97389252041837867570178384000000000000000000000000000000000000000000000000000000,188
1,6,0.98549926136581450397142224256000000000000000000000000000000000000000000000000000,910
1,7,0.98549926271555075067286751871828480000000000000000000000000000000000000000000000,4467
2,4,0.97045327322229385820880000000000000000000000000000000000000000000000000000000000,37
2,5,0.97186463604195923978342640000000000000000000000000000000000000000000000000000000,186
2,6,0.97354167379879843278566047353600000000000000000000000000000000000000000000000000,923
2,7,0.97356950751078310492215473271062400000000000000000000000000000000000000000000000,4481
3,4,0.90683010411537841942560000000000000000000000000000000000000000000000000000000000,38
3,5,0.92106917525952166410549600000000000000000000000000000000000000000000000000000000,186
3,6,0.94186313364366855134945082124800000000000000000000000000000000000000000000000000,913
3,7,0.94559393033059374162565377527904000000000000000000000000000000000000000000000000,4441
4,4,0.51539040397929335642160000000000000000000000000000000000000000000000000000000000,36
4,5,0.51649242487604847372047328000000000000000000000000000000000000000000000000000000,181
4,6,0.52096654470756370436813390515200000000000000000000000000000000000000000000000000,905
4,7,0.52218119835009812489027368532106240000000000000000000000000000000000000000000000,4435
5,4,0.71471132542703300450000000000000000000000000000000000000000000000000000000000000,37
5,5,0.73008469212768016762220000000000000000000000000000000000000000000000000000000000,184
5,6,0.79249286566048430919545072000000000000000000000000000000000000000000000000000000,898
5,7,0.80943677796300825860576077155200000000000000000000000000000000000000000000000000,4371
6,4,0.98052901321650679671280000000000000000000000000000000000000000000000000000000000,37
6,5,0.98129786123765560758754048000000000000000000000000000000000000000000000000000000,182
6,6,0.98321060134466961928171984614400000000000000000000000000000000000000000000000000,899
6,7,0.98322347887243760325291817941237760000000000000000000000000000000000000000000000,4401
