embedding,horizon,lambda,time
0,4,0.97756544442618933148360000000000000000000000000000000000000000000000000000000000,35
0,5,0.97804301560913752079212952000000000000000000000000000000000000000000000000000000,171
0,6,0.98804900499455545792056633404800000000000000000000000000000000000000000000000000,837
0,7,0.98808045728934221588612368619573440000000000000000000000000000000000000000000000,4067
1,4,0.98340661071335033195680000000000000000000000000000000000000000000000000000000000,34
1,5,0.98737054082119980467884576000000000000000000000000000000000000000000000000000000,171
1,6,0.99017348414107123817563751257600000000000000000000000000000000000000000000000000,837
1,7,0.99034074883137452786425840645607680000000000000000000000000000000000000000000000,4070
2,4,0.94015836782170635075600000000000000000000000000000000000000000000000000000000000,34
2,5,0.95609204643681592065336720000000000000000000000000000000000000000000000000000000,171
2,6,0.98023549573796787974852725152000000000000000000000000000000000000000000000000000,837
2,7,0.98465051221908703435144462865577600000000000000000000000000000000000000000000000,4067
3,4,0.89391813175609039587800000000000000000000000000000000000000000000000000000000000,34
3,5,0.89509984322573209301218808000000000000000000000000000000000000000000000000000000,171
3,6,0.96272965348862844852751233968000000000000000000000000000000000000000000000000000,837
3,7,0.96334897764842727263657343905992640000000000000000000000000000000000000000000000,4068
