embedding,horizon,lambda,time
0,4,0.96006253951320909806740000000000000000000000000000000000000000000000000000000000,34
0,5,0.96401909834317285530749108000000000000000000000000000000000000000000000000000000,171
0,6,0.97280242168912203816253264628800000000000000000000000000000000000000000000000000,832
0,7,0.97313198826763412482689911043847840000000000000000000000000000000000000000000000,4048
1,4,0.97231100576525298420760000000000000000000000000000000000000000000000000000000000,34
1,5,0.98128495014364571537661992000000000000000000000000000000000000000000000000000000,170
1,6,0.98610371970468548461496236508800000000000000000000000000000000000000000000000000,834
1,7,0.98689962298056779945059126231647040000000000000000000000000000000000000000000000,4049
2,4,0.94542864930568102913040000000000000000000000000000000000000000000000000000000000,34
2,5,0.94694312354242613174944336000000000000000000000000000000000000000000000000000000,170
2,6,0.98297507959917864011371397241600000000000000000000000000000000000000000000000000,831
2,7,0.98335810837176739485719439215836800000000000000000000000000000000000000000000000,4037
3,4,0.94928177748993577540880000000000000000000000000000000000000000000000000000000000,32
3,5,0.95080931190433962800518992000000000000000000000000000000000000000000000000000000,159
3,6,0.98715304040470172340023699475200000000000000000000000000000000000000000000000000,779
3,7,0.98753937759970260204519376530089600000000000000000000000000000000000000000000000,3784
4,4,0.89322161849129516512000000000000000000000000000000000000000000000000000000000000,29
4,5,0.89400810670810373523024000000000000000000000000000000000000000000000000000000000,147
4,6,0.96475295835960605471844413440000000000000000000000000000000000000000000000000000,716
4,7,0.96518216824564926381160921248640000000000000000000000000000000000000000000000000,3545
5,4,0.89350989437219025360640000000000000000000000000000000000000000000000000000000000,30
5,5,0.89429695914076061389361280000000000000000000000000000000000000000000000000000000,146
5,6,0.96509367482886375535390426316800000000000000000000000000000000000000000000000000,715
5,7,0.96552319936535576126144582570060800000000000000000000000000000000000000000000000,3487
6,4,0.97327705356672816764000000000000000000000000000000000000000000000000000000000000,30
6,5,0.98170140908574413246399200000000000000000000000000000000000000000000000000000000,145
6,6,0.98657819045483934459565079360000000000000000000000000000000000000000000000000000,715
6,7,0.98729647849218747193411871405408000000000000000000000000000000000000000000000000,3474
7,4,0.95852554527884650177340000000000000000000000000000000000000000000000000000000000,30
7,5,0.95870894027124421476426356000000000000000000000000000000000000000000000000000000,146
7,6,0.98590061261059058331923845467200000000000000000000000000000000000000000000000000,715
7,7,0.98593346144281781303689235116975520000000000000000000000000000000000000000000000,3474
