embedding,horizon,lambda,time
0,4,0.91617788587322000845660000000000000000000000000000000000000000000000000000000000,33
0,5,0.93082731014312592700061096000000000000000000000000000000000000000000000000000000,170
0,6,0.93331332217480091548830643244800000000000000000000000000000000000000000000000000,834
0,7,0.93517727766628381278174393003224320000000000000000000000000000000000000000000000,4054
1,4,0.94315639868155178538780000000000000000000000000000000000000000000000000000000000,34
1,5,0.95875553700224903399133768000000000000000000000000000000000000000000000000000000,170
1,6,0.96140271550832437895911508678400000000000000000000000000000000000000000000000000,834
1,7,0.96338751018436099544172396903010560000000000000000000000000000000000000000000000,4056
2,4,0.90314202254672756433360000000000000000000000000000000000000000000000000000000000,34
2,5,0.93071673666096576369876912000000000000000000000000000000000000000000000000000000,170
2,6,0.93496265072370698594686120819200000000000000000000000000000000000000000000000000,832
2,7,0.94187927465769296716005266617704960000000000000000000000000000000000000000000000,4042
