embedding,horizon,lambda,time
0,4,0.98375740020353461296000000000000000000000000000000000000000000000000000000000000,40
0,5,0.98375838396093481649461296000000000000000000000000000000000000000000000000000000,196
0,6,0.99295636186167220810897121280000000000000000000000000000000000000000000000000000,962
0,7,0.99295735481803406978117932177121280000000000000000000000000000000000000000000000,4623
1,4,0.96750399861422154375000000000000000000000000000000000000000000000000000000000000,38
1,5,0.97133751090283356040875000000000000000000000000000000000000000000000000000000000,188
1,6,0.97441677497364617667767550000000000000000000000000000000000000000000000000000000,913
1,7,0.97458760256818688146369672035000000000000000000000000000000000000000000000000000,4468
2,4,0.97228622807158486500720000000000000000000000000000000000000000000000000000000000,37
2,5,0.97615897682208876088513652000000000000000000000000000000000000000000000000000000,187
2,6,0.97926975279526723253088059313600000000000000000000000000000000000000000000000000,923
2,7,0.97944232877262270368771515868252640000000000000000000000000000000000000000000000,4478
3,4,0.98162926192658096346720000000000000000000000000000000000000000000000000000000000,38
3,5,0.98249620248102581122378796000000000000000000000000000000000000000000000000000000,187
3,6,0.98727664815446971385632647374400000000000000000000000000000000000000000000000000,913
3,7,0.98730715251716213391319755014318880000000000000000000000000000000000000000000000,4453
4,4,0.98449283249224386528720000000000000000000000000000000000000000000000000000000000,37
4,5,0.98594631307460659687472208000000000000000000000000000000000000000000000000000000,185
4,6,0.98997802568779481710131589766400000000000000000000000000000000000000000000000000,913
4,7,0.99002743171537476714761642676839040000000000000000000000000000000000000000000000,4457
5,4,0.88617252336565459914960000000000000000000000000000000000000000000000000000000000,37
5,5,0.89049759967207722039434112000000000000000000000000000000000000000000000000000000,184
5,6,0.95953354252379908427336843059200000000000000000000000000000000000000000000000000,901
5,7,0.96200008685825904585035521768488960000000000000000000000000000000000000000000000,4405
6,4,0.88724711616846497203200000000000000000000000000000000000000000000000000000000000,37
6,5,0.89158424471439653491875840000000000000000000000000000000000000000000000000000000,186
6,6,0.96081256058984969157524127744000000000000000000000000000000000000000000000000000,907
6,7,0.96328597814869386281992196928307200000000000000000000000000000000000000000000000,4424
7,4,0.97360147361659512084480000000000000000000000000000000000000000000000000000000000,37
7,5,0.98061078282613552863330304000000000000000000000000000000000000000000000000000000,188
7,6,0.98909155442362685975846603980800000000000000000000000000000000000000000000000000,911
7,7,0.98978391996872684215899879309312000000000000000000000000000000000000000000000000,4470
8,4,0.95558088080536826595840000000000000000000000000000000000000000000000000000000000,37
8,5,0.96177678274912807437346944000000000000000000000000000000000000000000000000000000,185
8,6,0.96518875154508728746432940851200000000000000000000000000000000000000000000000000,914
8,7,0.96558419075666485122416135563591680000000000000000000000000000000000000000000000,4489
9,4,0.95895814084957223426320000000000000000000000000000000000000000000000000000000000,39
9,5,0.96519995992995074624328512000000000000000000000000000000000000000000000000000000,195
9,6,0.96863721448273333843273694617600000000000000000000000000000000000000000000000000,907
9,7,0.96903558425086431280422006378864640000000000000000000000000000000000000000000000,4408
