embedding,horizon,lambda,time
0,4,0.52847215554239055006260000000000000000000000000000000000000000000000000000000000,41
0,5,0.52847787588835341324098276000000000000000000000000000000000000000000000000000000,198
0,6,0.53140655728253351924768641284800000000000000000000000000000000000000000000000000,970
0,7,0.53140832190721931206392664120466720000000000000000000000000000000000000000000000,4651
1,4,0.52998086470635642476920000000000000000000000000000000000000000000000000000000000,38
1,5,0.53145601444725957115903432000000000000000000000000000000000000000000000000000000,187
1,6,0.53217469004450629496355184105600000000000000000000000000000000000000000000000000,912
1,7,0.53250920970946541269221173700120640000000000000000000000000000000000000000000000,4459
2,4,0.94331305263066951783380000000000000000000000000000000000000000000000000000000000,36
2,5,0.96512406202285786050040748000000000000000000000000000000000000000000000000000000,187
2,6,0.97574983520005938916505078878400000000000000000000000000000000000000000000000000,922
2,7,0.98069589548699178883683465124004960000000000000000000000000000000000000000000000,4470
3,4,0.80003589651734248386900000000000000000000000000000000000000000000000000000000000,37
3,5,0.80777682264750281995282020000000000000000000000000000000000000000000000000000000,187
3,6,0.88523550586198059980496510168000000000000000000000000000000000000000000000000000,909
3,7,0.89184541363546342975674130278381600000000000000000000000000000000000000000000000,4425
4,4,0.50042574638564238330360000000000000000000000000000000000000000000000000000000000,36
4,5,0.50071429549728193024581336000000000000000000000000000000000000000000000000000000,182
4,6,0.50090158591802103552753330129600000000000000000000000000000000000000000000000000,905
4,7,0.50101560487367637059259097385434560000000000000000000000000000000000000000000000,4445
5,4,0.50042576803051109765840000000000000000000000000000000000000000000000000000000000,37
5,5,0.50071434034254468413875664000000000000000000000000000000000000000000000000000000,184
5,6,0.50090165464079541912531512950400000000000000000000000000000000000000000000000000,900
5,7,0.50101569753175481368730280533133440000000000000000000000000000000000000000000000,4378
6,4,0.97572264349561569837000000000000000000000000000000000000000000000000000000000000,37
6,5,0.97962358038372301277663400000000000000000000000000000000000000000000000000000000,182
6,6,0.98163102429044587115883579120000000000000000000000000000000000000000000000000000,895
6,7,0.98177715732109951084036298267400000000000000000000000000000000000000000000000000,4405
