embedding,horizon,lambda,time
0,4,0.90389018033045503072000000000000000000000000000000000000000000000000000000000000,34
0,5,0.94145206010118734857696000000000000000000000000000000000000000000000000000000000,170
0,6,0.95979437416471463334207808000000000000000000000000000000000000000000000000000000,833
0,7,0.97636626233888425392507240544000000000000000000000000000000000000000000000000000,4048
1,4,0.90698219515303240420000000000000000000000000000000000000000000000000000000000000,35
1,5,0.94483149280226441779060000000000000000000000000000000000000000000000000000000000,169
1,6,0.96331415950594423139493880000000000000000000000000000000000000000000000000000000,834
1,7,0.98001285328651125423896202340000000000000000000000000000000000000000000000000000,4049
2,4,0.96085359027796684752900000000000000000000000000000000000000000000000000000000000,34
2,5,0.97191413887205391438426100000000000000000000000000000000000000000000000000000000,170
2,6,0.97585814032113193823558506200000000000000000000000000000000000000000000000000000,831
2,7,0.97695758076234589403655839669700000000000000000000000000000000000000000000000000,4038
3,4,0.89673895798766933805000000000000000000000000000000000000000000000000000000000000,32
3,5,0.94831475278526738995753800000000000000000000000000000000000000000000000000000000,158
3,6,0.95036273097600746928860622000000000000000000000000000000000000000000000000000000,779
3,7,0.97389089086962104794973658623400000000000000000000000000000000000000000000000000,3784
4,4,0.89860102644040701360000000000000000000000000000000000000000000000000000000000000,30
4,5,0.95041903961817940636800000000000000000000000000000000000000000000000000000000000,146
4,6,0.95247659094109076031220320000000000000000000000000000000000000000000000000000000,716
4,7,0.97611523873253825946138304800000000000000000000000000000000000000000000000000000,3546
5,4,0.92811603247267152537300000000000000000000000000000000000000000000000000000000000,30
5,5,0.92854412808623237283111600000000000000000000000000000000000000000000000000000000,145
5,6,0.96607894850994768579480291600000000000000000000000000000000000000000000000000000,715
5,7,0.96619283559394578259922946199800000000000000000000000000000000000000000000000000,3486
