embedding,horizon,lambda,time
0,4,0.86495401126821231912400000000000000000000000000000000000000000000000000000000000,41
0,5,0.90699682856648317828708480000000000000000000000000000000000000000000000000000000,196
0,6,0.91554588510727573857407173504000000000000000000000000000000000000000000000000000,962
0,7,0.93470429243629018984437952138240000000000000000000000000000000000000000000000000,4617
1,4,0.97456890319216520328270000000000000000000000000000000000000000000000000000000000,38
1,5,0.97599261542223519884286378000000000000000000000000000000000000000000000000000000,188
1,6,0.98646345466277128425454375610400000000000000000000000000000000000000000000000000,906
1,7,0.98657054429877546745347762768175440000000000000000000000000000000000000000000000,4451
2,4,0.97080455577458341715960000000000000000000000000000000000000000000000000000000000,38
2,5,0.98097399070955696738542928000000000000000000000000000000000000000000000000000000,185
2,6,0.98529983609719122499373873139200000000000000000000000000000000000000000000000000,922
2,7,0.98625336441916483463652621702371840000000000000000000000000000000000000000000000,4463
3,4,0.97643771547782240670000000000000000000000000000000000000000000000000000000000000,39
3,5,0.98091623000333273732298000000000000000000000000000000000000000000000000000000000,187
3,6,0.98813662452392082670362223200000000000000000000000000000000000000000000000000000,908
3,7,0.98846772092365122442616591848080000000000000000000000000000000000000000000000000,4424
4,4,0.97776364368514313528280000000000000000000000000000000000000000000000000000000000,37
4,5,0.98225461340286904784212416000000000000000000000000000000000000000000000000000000,183
4,6,0.98949510247281343349502978489600000000000000000000000000000000000000000000000000,901
4,7,0.98982711988064231609551000407511680000000000000000000000000000000000000000000000,4440
5,4,0.90724407391333973349600000000000000000000000000000000000000000000000000000000000,38
5,5,0.91253826289415118979144800000000000000000000000000000000000000000000000000000000,185
5,6,0.95967313648395901026890995392000000000000000000000000000000000000000000000000000,899
5,7,0.96172056026273473414965780705888000000000000000000000000000000000000000000000000,4374
