embedding,horizon,lambda,time
0,4,0.97385834948069962394100000000000000000000000000000000000000000000000000000000000,34
0,5,0.97385839176731419687414041000000000000000000000000000000000000000000000000000000,170
0,6,0.98721687149709930318351320982000000000000000000000000000000000000000000000000000,832
0,7,0.98721687328525349892028763976167730000000000000000000000000000000000000000000000,4049
1,4,0.97548774313167953034000000000000000000000000000000000000000000000000000000000000,34
1,5,0.97548777132272772130361796000000000000000000000000000000000000000000000000000000,170
1,6,0.98889221351257776163340554680000000000000000000000000000000000000000000000000000,833
1,7,0.98889221470467936669203430657407880000000000000000000000000000000000000000000000,4050
2,4,0.97438853357202417179220000000000000000000000000000000000000000000000000000000000,34
2,5,0.97438950796055774381637179220000000000000000000000000000000000000000000000000000,170
2,6,0.98877460504104974959274676369600000000000000000000000000000000000000000000000000,831
2,7,0.98877559381565479064249635644276369600000000000000000000000000000000000000000000,4037
3,4,0.97824968278921080831920000000000000000000000000000000000000000000000000000000000,32
3,5,0.97824970239321041225999204000000000000000000000000000000000000000000000000000000,159
3,6,0.98762527020364644520127343041600000000000000000000000000000000000000000000000000,779
3,7,0.98762527078012106943476824292047880000000000000000000000000000000000000000000000,3784
4,4,0.97992411889424170798680000000000000000000000000000000000000000000000000000000000,30
4,5,0.97992413849824131192759204000000000000000000000000000000000000000000000000000000,146
4,6,0.98933253192059164852533906746400000000000000000000000000000000000000000000000000,717
4,7,0.98933253249706627275883387996847880000000000000000000000000000000000000000000000,3546
