embedding,horizon,lambda,time
0,4,0.97578088975911193266120000000000000000000000000000000000000000000000000000000000,33
0,5,0.98177571902150094580477692000000000000000000000000000000000000000000000000000000,164
0,6,0.98667057522012328300249880433600000000000000000000000000000000000000000000000000,802
0,7,0.98708506069023333924905623460007840000000000000000000000000000000000000000000000,3896
1,4,0.95419357582415104531330000000000000000000000000000000000000000000000000000000000,33
1,5,0.96354997024402125678593378000000000000000000000000000000000000000000000000000000,164
1,6,0.97544187066526203633097454322400000000000000000000000000000000000000000000000000,803
1,7,0.97676692741668994897846365776252560000000000000000000000000000000000000000000000,3898
2,4,0.95684224693579125334670000000000000000000000000000000000000000000000000000000000,33
2,5,0.96497404205388843762816822000000000000000000000000000000000000000000000000000000,164
2,6,0.97039061320898768134815511757600000000000000000000000000000000000000000000000000,802
2,7,0.97112182562711901405860881911953840000000000000000000000000000000000000000000000,3898
