embedding,horizon,lambda,time
0,4,0.97697754283956731776000000000000000000000000000000000000000000000000000000000000,39
0,5,0.98041177394801220244787200000000000000000000000000000000000000000000000000000000,193
0,6,0.99047956586552922639883755520000000000000000000000000000000000000000000000000000,947
0,7,0.99077174365451198897390310424576000000000000000000000000000000000000000000000000,4596
1,4,0.97385264431232650663200000000000000000000000000000000000000000000000000000000000,39
1,5,0.98048658833274107772484800000000000000000000000000000000000000000000000000000000,193
1,6,0.99046498784573322330150465600000000000000000000000000000000000000000000000000000,947
1,7,0.99116660703322030916942644617600000000000000000000000000000000000000000000000000,4598
2,4,0.97724860734485571332640000000000000000000000000000000000000000000000000000000000,39
2,5,0.97763040663073399789706112000000000000000000000000000000000000000000000000000000,190
2,6,0.99190603464943740930790866124800000000000000000000000000000000000000000000000000,935
2,7,0.99194121320802303426457065770434560000000000000000000000000000000000000000000000,4532
