horizon,diff_index,real_hardware,acc
4,0,fake_washington0,0.49999800000299999800000050000000000000000000000000000000000000000000000000000000
4,0,fake_washington1,0.49999800000299999800000050000000000000000000000000000000000000000000000000000000
4,0,fake_washington2,0.49999800000299999800000050000000000000000000000000000000000000000000000000000000
4,0,fake_washington3,0.49999400002699994600004050000000000000000000000000000000000000000000000000000000
4,0,fake_washington4,0.49999600001199998400000800000000000000000000000000000000000000000000000000000000
4,0,fake_washington5,0.49999600001199998400000800000000000000000000000000000000000000000000000000000000
4,0,fake_washington6,0.49999400002699994600004050000000000000000000000000000000000000000000000000000000
4,0,fake_rochester0,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000
4,0,fake_rochester1,0.49999600001199998400000800000000000000000000000000000000000000000000000000000000
4,0,fake_rochester2,0.49999800000299999800000050000000000000000000000000000000000000000000000000000000
4,0,fake_rochester3,0.49999600001199998400000800000000000000000000000000000000000000000000000000000000
4,0,fake_rochester4,0.50000600002700005400004050000000000000000000000000000000000000000000000000000000
4,0,fake_cambridge0,0.50000400001200001600000800000000000000000000000000000000000000000000000000000000
4,0,fake_cambridge1,0.49999600001199998400000800000000000000000000000000000000000000000000000000000000
4,0,fake_cambridge2,0.50000600002700005400004050000000000000000000000000000000000000000000000000000000
4,0,fake_cambridge3,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000
4,0,fake_cambridge4,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000
4,0,fake_hanoi0,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000
4,0,fake_hanoi1,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000
4,0,fake_hanoi2,0.49999400002699994600004050000000000000000000000000000000000000000000000000000000
4,0,fake_hanoi3,0.49999400002699994600004050000000000000000000000000000000000000000000000000000000
4,0,fake_hanoi4,0.49999800000299999800000050000000000000000000000000000000000000000000000000000000
4,0,fake_hanoi5,0.49999800000299999800000050000000000000000000000000000000000000000000000000000000
4,0,fake_hanoi6,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000
4,0,fake_brooklyn0,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000
4,0,fake_brooklyn1,0.49999400002699994600004050000000000000000000000000000000000000000000000000000000
4,0,fake_brooklyn2,0.49999600001199998400000800000000000000000000000000000000000000000000000000000000
4,0,fake_brooklyn3,0.50000400001200001600000800000000000000000000000000000000000000000000000000000000
4,0,fake_brooklyn4,0.50000400001200001600000800000000000000000000000000000000000000000000000000000000
4,0,fake_brooklyn5,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000
4,0,fake_cairo0,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000
4,0,fake_cairo1,0.50000600002700005400004050000000000000000000000000000000000000000000000000000000
4,0,fake_cairo2,0.50000600002700005400004050000000000000000000000000000000000000000000000000000000
4,0,fake_cairo3,0.49999400002699994600004050000000000000000000000000000000000000000000000000000000
4,0,fake_cairo4,0.49999600001199998400000800000000000000000000000000000000000000000000000000000000
4,0,fake_cairo5,0.49999800000299999800000050000000000000000000000000000000000000000000000000000000
4,0,fake_cairo6,0.49999800000299999800000050000000000000000000000000000000000000000000000000000000
