my_energy,ibm_energy,sim_my_energy,sim_ibm_energy,mc_my_energy,mc_ibm_energy,my_nit,ibm_nit,reps,opt_technique,minimization_method,my_time,ibm_time,my_p0,ibm_p0,my_p1,ibm_p1,my_p2,ibm_p2,my_p3,ibm_p3
-1.8199,-1.06658,-1.81951,-1.06578,-1.8199,-1.06479,7,1,0,min,SLSQP,15242.188,0.004,-0.0,0.0,0.477,0.0,0.0,0.0,0.785,0.0
