my_prob,ibm_prob,sim_my_prob,sim_ibm_prob,mc_my_prob,mc_ibm_prob,my_nit,ibm_nit,reps,opt_technique,minimization_method,my_time,ibm_time,my_p0,ibm_p0,my_p1,ibm_p1
0.0,-1.84269,0.0,0.89062,0.0,0.88885,1,7,0,max,Powell,251.115,0.017,2.588,0.0,2.588,2.912
