backend,embedding,time
PERTH,0,0.23806381225585938
PERTH,1,0.23167729377746582
PERTH,2,0.25221705436706543
PERTH,3,0.2615196704864502
PERTH,4,0.25899505615234375
LAGOS,0,0.23440313339233398
LAGOS,1,0.2396562099456787
LAGOS,2,0.2516601085662842
LAGOS,3,0.25769615173339844
LAGOS,4,0.2605020999908447
NAIROBI,0,0.24019908905029297
NAIROBI,1,0.23121881484985352
NAIROBI,2,0.25247907638549805
NAIROBI,3,0.25866103172302246
NAIROBI,4,0.26155591011047363
CASABLANCA,0,0.2313988208770752
CASABLANCA,1,0.23804330825805664
CASABLANCA,2,0.2543041706085205
CASABLANCA,3,0.25431299209594727
CASABLANCA,4,0.2607278823852539
OSLO,0,0.24205327033996582
OSLO,1,0.23065495491027832
OSLO,2,0.251615047454834
OSLO,3,0.2586939334869385
OSLO,4,0.2556748390197754
JAKARTA,0,0.23132634162902832
JAKARTA,1,0.23809504508972168
JAKARTA,2,0.25225281715393066
JAKARTA,3,0.25818490982055664
JAKARTA,4,0.25743913650512695
