my_energy,ibm_energy,my_real_energy,ibm_real_energy,my_nit,ibm_nit,minimizer,my_theta,ibm_theta,my_phi,ibm_phi,my_lambda,ibm_lambda
-1.8156361813406576,-1.842686681905282,-1.7837492088198121,-1.7870298399255191,7,7,SLSQP,2.912,2.912,0.0,-0.0,0.0,-0.0
-1.8156361813415038,-1.842686681905282,-1.8036185166539997,-1.7902296495110284,3,7,BFGS,2.912,2.912,0.0,-0.0,0.0,-0.0
-1.8156361813415065,-1.842686681905282,-1.8032144080008814,-1.7988592129878376,2,7,Powell,2.912,2.912,0.0,-0.0,-2.473,-0.0
-1.8156361813045883,-1.842686681905282,-1.7963059953003777,-1.7736648468369756,5,7,CG,2.912,2.912,0.0,-0.0,0.0,-0.0
