backend,embedding,time
JOHANNESBURG,0,12.174797058105469
JOHANNESBURG,1,11.144779920578003
JOHANNESBURG,2,12.24879002571106
JOHANNESBURG,3,11.531105995178223
JOHANNESBURG,4,11.469263076782227
ALMADEN,0,10.812642812728882
ALMADEN,1,10.388688325881958
ALMADEN,2,10.901096105575562
ALMADEN,3,10.897778987884521
ALMADEN,4,11.21346402168274
ALMADEN,5,11.717311143875122
ALMADEN,6,11.794358015060425
ALMADEN,7,11.506587982177734
ALMADEN,8,11.873332023620605
BOEBLINGEN,0,10.815404176712036
BOEBLINGEN,1,10.32099199295044
BOEBLINGEN,2,11.33049988746643
BOEBLINGEN,3,11.73689317703247
BOEBLINGEN,4,11.51416301727295
BOEBLINGEN,5,12.226760149002075
BOEBLINGEN,6,11.789817094802856
POUGHKEEPSIE,0,12.219123363494873
POUGHKEEPSIE,1,12.376798152923584
POUGHKEEPSIE,2,11.674371719360352
POUGHKEEPSIE,3,11.769315719604492
POUGHKEEPSIE,4,11.48336672782898
POUGHKEEPSIE,5,11.599066734313965
SINGAPORE,0,12.206013917922974
SINGAPORE,1,12.065654039382935
SINGAPORE,2,12.325601816177368
SINGAPORE,3,11.636719942092896
SINGAPORE,4,12.040107011795044
SINGAPORE,5,11.298476934432983
TOKYO,0,10.66200304031372
TOKYO,1,10.874935150146484
TOKYO,2,11.023837804794312
TOKYO,3,11.520581722259521
TOKYO,4,11.501572847366333
TOKYO,5,11.20700979232788
TOKYO,6,11.70185399055481
TOKYO,7,12.348058223724365
TOKYO,8,12.249841928482056
TOKYO,9,12.335196018218994
