embedding,horizon,lambda,time
0,4,0.50000400001200001600000800000000000000000000000000000000000000000000000000000000,25
0,5,0.50000500002000004000004000001600000000000000000000000000000000000000000000000000,140
0,6,0.95740521908865950968913231308695204000000000000000000000000000000000000000000000,765
0,7,0.95740617649387859834864200221926512695204000000000000000000000000000000000000000,4141
1,4,0.50000400001200001600000800000000000000000000000000000000000000000000000000000000,25
1,5,0.50000500002000004000004000001600000000000000000000000000000000000000000000000000,138
1,6,0.96793904955428014116708532636309710000000000000000000000000000000000000000000000,764
1,7,0.96794001749332969544722649344842346309710000000000000000000000000000000000000000,4186
2,4,0.50000400001200001600000800000000000000000000000000000000000000000000000000000000,11
2,5,0.50000500002000004000004000001600000000000000000000000000000000000000000000000000,47
2,6,0.95692367554333483486254476625155080800000000000000000000000000000000000000000000,192
2,7,0.95692463246701037819737962879631705955080800000000000000000000000000000000000000,783
