embedding,horizon,lambda,time
0,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,29
0,5,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,173
0,6,0.97541145782839936146347754159026995200000000000000000000000000000000000000000000,948
0,7,0.97541344527899842578471629485848382144512000000000000000000000000000000000000000,5278
1,4,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,11
1,5,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,49
1,6,0.93886002373853840688110646188231884800000000000000000000000000000000000000000000,203
1,7,0.93886002373853840688110646188231884800000000000000000000000000000000000000000000,818
2,4,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,12
2,5,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,54
2,6,0.93603950481099144684433615518053516800000000000000000000000000000000000000000000,256
2,7,0.93604162054159663498237034818616320000000000000000000000000000000000000000000000,1127
