embedding,horizon,lambda,time
0,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,29
0,5,0.50000250000500000500000250000050000000000000000000000000000000000000000000000000,171
0,6,0.97907237373122809908862523743718640000000000000000000000000000000000000000000000,943
0,7,0.97907237373122809908862523743718640000000000000000000000000000000000000000000000,5244
1,4,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,27
1,5,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,150
1,6,0.97685056856356211452159973343467929600000000000000000000000000000000000000000000,822
1,7,0.97685056856356211452159973343467929600000000000000000000000000000000000000000000,4280
2,4,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,11
2,5,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,47
2,6,0.98275967523443043613522423579148288000000000000000000000000000000000000000000000,192
2,7,0.98275967523443043613522423579148288000000000000000000000000000000000000000000000,773
