embedding,horizon,lambda,time
0,4,0.50000600002700005400004050000000000000000000000000000000000000000000000000000000,16
0,5,0.50000750004500013500020250012150000000000000000000000000000000000000000000000000,77
0,6,0.97066614185130417808733092760784903000000000000000000000000000000000000000000000,321
0,7,0.97066711251744602939150901493877663784903000000000000000000000000000000000000000,1311
1,4,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,18
1,5,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,77
1,6,0.96132342464583239246383230446848824000000000000000000000000000000000000000000000,321
1,7,0.96132438596925703829622476830079270848824000000000000000000000000000000000000000,1311
2,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,19
2,5,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,77
2,6,0.97041404403171056586735413313122044800000000000000000000000000000000000000000000,321
2,7,0.97041603594012395625178274614545744990465600000000000000000000000000000000000000,1311
