embedding,horizon,lambda,time
0,4,0.50000400001200001600000800000000000000000000000000000000000000000000000000000000,18
0,5,0.50000500002000004000004000001600000000000000000000000000000000000000000000000000,77
0,6,0.50000600003000008000012000009600003200000000000000000000000000000000000000000000,320
0,7,0.50199580432454581425394392986528001360000000000000000000000000000000000000000000,1305
1,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,18
1,5,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,77
1,6,0.89373182208204576723057440873959910400000000000000000000000000000000000000000000,319
1,7,0.89373398461851183273632526798331257600000000000000000000000000000000000000000000,1306
2,4,0.50000600002700005400004050000000000000000000000000000000000000000000000000000000,18
2,5,0.50000750004500013500020250012150000000000000000000000000000000000000000000000000,77
2,6,0.95162694974153283708639396627211358500000000000000000000000000000000000000000000,320
2,7,0.95162790136848257861923105266607985711358500000000000000000000000000000000000000,1305
3,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,17
3,5,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,72
3,6,0.91143190903376742921680976090588774400000000000000000000000000000000000000000000,290
3,7,0.91143282046567646298423897771564864988774400000000000000000000000000000000000000,1180
4,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,16
4,5,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,71
4,6,0.93831885257229527806749762619306803200000000000000000000000000000000000000000000,287
4,7,0.93831979089114785036277569369069422506803200000000000000000000000000000000000000,1197
