embedding,horizon,lambda,time
0,4,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,29
0,5,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,155
0,6,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,809
0,7,0.97198971788529796959220134298766400000000000000000000000000000000000000000000000,4107
1,4,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,28
1,5,0.50000199999899999400000450000000000000000000000000000000000000000000000000000000,156
1,6,0.50000199999899999400000450000000000000000000000000000000000000000000000000000000,808
1,7,0.97731741052728964925435082607675200000000000000000000000000000000000000000000000,4109
2,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,29
2,5,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,155
2,6,0.50000300000750001000000750000300000050000000000000000000000000000000000000000000,810
2,7,0.96287423685255712956734440324299734400000000000000000000000000000000000000000000,4116
3,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,29
3,5,0.50000250000500000500000250000050000000000000000000000000000000000000000000000000,155
3,6,0.50000300000750001000000750000300000050000000000000000000000000000000000000000000,811
3,7,0.93391277383136982713877793578512909080217600000000000000000000000000000000000000,4116
4,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,29
4,5,0.50000250000500000500000250000050000000000000000000000000000000000000000000000000,155
4,6,0.50000300000750001000000750000300000050000000000000000000000000000000000000000000,811
4,7,0.50180437436011143460654230117790695333888000000000000000000000000000000000000000,4134
5,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,29
5,5,0.50000250000500000500000250000050000000000000000000000000000000000000000000000000,156
5,6,0.50000300000750001000000750000300000050000000000000000000000000000000000000000000,825
5,7,0.87794131111144244755685328869311615637504000000000000000000000000000000000000000,4118
6,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,28
6,5,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,156
6,6,0.50000300000750001000000750000300000050000000000000000000000000000000000000000000,810
6,7,0.97793828008742720710213296035449807851480000000000000000000000000000000000000000,4122
