embedding,horizon,lambda,time
0,4,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,25
0,5,0.50000300000450000000000000000000000000000000000000000000000000000000000000000000,140
0,6,0.95307622879957648341395287214981120000000000000000000000000000000000000000000000,766
0,7,0.95307622879957648341395287214981120000000000000000000000000000000000000000000000,4145
1,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,24
1,5,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,138
1,6,0.96296133561507562912604752020701184000000000000000000000000000000000000000000000,765
1,7,0.96296429857641124220167664625453204701184000000000000000000000000000000000000000,4192
2,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,12
2,5,0.50000250000500000500000250000050000000000000000000000000000000000000000000000000,54
2,6,0.97101303440995333292113759542203750400000000000000000000000000000000000000000000,245
2,7,0.97101303440995333292113759542203750400000000000000000000000000000000000000000000,1101
