embedding,horizon,lambda,time
0,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,16
0,5,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,77
0,6,0.98973378401513291296172824848302080000000000000000000000000000000000000000000000,321
0,7,0.98973477374891692809464121021126928302080000000000000000000000000000000000000000,1310
1,4,0.50000600002700005400004050000000000000000000000000000000000000000000000000000000,18
1,5,0.50000750004500013500020250012150000000000000000000000000000000000000000000000000,78
1,6,0.96284412929240091622085609794981095000000000000000000000000000000000000000000000,320
1,7,0.96284509213653020862177231880590889981095000000000000000000000000000000000000000,1311
2,4,0.50000600002700005400004050000000000000000000000000000000000000000000000000000000,19
2,5,0.50000750004500013500020250012150000000000000000000000000000000000000000000000000,77
2,6,0.96773348204236061491269087897314486700000000000000000000000000000000000000000000,321
2,7,0.96773444977584265727330579166402384014486700000000000000000000000000000000000000,1310
3,4,0.50000100000050000000000000000000000000000000000000000000000000000000000000000000,17
3,5,0.50000150000150000050000000000000000000000000000000000000000000000000000000000000,72
3,6,0.98369377052018717876819484294444620000000000000000000000000000000000000000000000,291
3,7,0.98369877759793920925543758508507958400000000000000000000000000000000000000000000,1183
4,4,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,15
4,5,0.50000049999899999900000050000050000000000000000000000000000000000000000000000000,72
4,6,0.98586469602888824275436953393466496000000000000000000000000000000000000000000000,288
4,7,0.98586472252989066581524719222408834730512000000000000000000000000000000000000000,1199
5,4,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,16
5,5,0.50000199999899999400000450000000000000000000000000000000000000000000000000000000,68
5,6,0.98433114633703093650202756270050880000000000000000000000000000000000000000000000,277
5,7,0.98433115090925987432949716666536792174080000000000000000000000000000000000000000,1130
6,4,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,16
6,5,0.50000000000000000000000000000000000000000000000000000000000000000000000000000000,68
6,6,0.98563457817610731219450412664422400000000000000000000000000000000000000000000000,275
6,7,0.98563655861733471239480152581734400000000000000000000000000000000000000000000000,1135
7,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,15
7,5,0.50000250000500000500000250000050000000000000000000000000000000000000000000000000,65
7,6,0.98572473734665412154494754478575171200000000000000000000000000000000000000000000,273
7,7,0.98572774389332733236458593156332287118672800000000000000000000000000000000000000,1140
8,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,16
8,5,0.50000250000500000500000250000050000000000000000000000000000000000000000000000000,66
8,6,0.94992455325137734346223195913794907500000000000000000000000000000000000000000000,279
8,7,0.94992550317593059483957542136990821294907500000000000000000000000000000000000000,1103
9,4,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,16
9,5,0.50000200000300000200000050000000000000000000000000000000000000000000000000000000,65
9,6,0.95330614437666966318405542200969222500000000000000000000000000000000000000000000,271
9,7,0.95330709768281403985371860606511423469222500000000000000000000000000000000000000,1132
