,hardware_spec,embedding_index,horizon,hcxh,hcxh2,twoq,twoq2
28,fake_algiers,5,5,0.846841085876,0.8468578196264825,0.8468831949592457,0.8523442960907501
29,fake_algiers,5,6,0.846841085876,0.8468662882046788,,
30,fake_almaden,0,2,0.835961082415,0.835957958,,0.835960085662
31,fake_almaden,0,3,0.835961082415,0.83596631757958,0.83597631767958,0.8359601810532556
32,fake_almaden,0,4,0.835961082415,0.8359746772427558,0.83597631767958,0.8512722588698167
33,fake_almaden,0,5,0.835961082415,0.8359830369895282,0.8359930372895312,0.8512722632174776
34,fake_almaden,0,6,0.835961082415,0.8359913968198981,,
35,fake_almaden,1,2,0.814835809779,0.8148374704,,0.814835809779
36,fake_almaden,1,3,0.814835809779,0.814845618774704,0.814845618774704,0.8148366162414565
37,fake_almaden,1,4,0.814835809779,0.8148537672308918,0.8148537672308918,0.8466278996641126
38,fake_almaden,1,5,0.814835809779,0.814861915768564,0.814861915768564,0.8466279810984191
39,fake_almaden,1,6,0.814835809779,0.8148700643877217,,
40,fake_almaden,2,2,0.824776891438,0.8247755896,,0.824775892196
41,fake_almaden,2,3,0.824776891438,0.824783837355896,0.824793837455896,0.824775892196
42,fake_almaden,2,4,0.824776891438,0.8247920851942696,0.824793837455896,0.8497184410804928
43,fake_almaden,2,5,0.824776891438,0.8248003331151215,0.8248103334151246,0.8497184502825214
44,fake_almaden,2,6,0.824776891438,0.8248085811184527,,
45,fake_almaden,3,2,0.820811555256,0.8208116349,,0.820811556688
46,fake_almaden,3,3,0.820812553824,0.820819843016349,0.820819828616205,0.82081178602928
47,fake_almaden,3,4,0.8308685839943524,0.8308635283849665,0.820819828616205,0.8483855393266136
48,fake_almaden,3,5,0.8308685839943524,0.8421193213344595,0.8208362450948593,0.8483855590384967
49,fake_almaden,3,6,0.8308685839943524,0.8427871153360021,,
50,fake_almaden,4,2,0.834899619,0.8348976183,,0.834900616096
51,fake_almaden,4,3,0.834902616096,0.834905967276183,0.834915938275892,0.8349009152248
52,fake_almaden,4,4,0.834902616096,0.8349143163358558,0.834915938275892,0.85122732025948
53,fake_almaden,4,5,0.834902616096,0.846456832978625,0.8349326366781491,0.851227334842009
54,fake_almaden,4,6,0.834902616096,0.8466319471007013,,
55,fake_athens,0,2,0.835954409691,0.8359496286,,0.835955409073
56,fake_athens,0,3,0.83595441031,0.835957988096286,0.835976347592568,0.835955409073
57,fake_athens,0,4,0.83595441031,0.835966347676167,0.8359847073560439,0.8518853866613953
58,fake_athens,0,5,0.83595441031,0.8405093556757928,0.8360097869808623,0.8518854026644619
59,fake_athens,0,6,0.83595441031,0.8407192438349562,,
60,fake_athens,1,2,0.835955409692,0.8359496286,,0.835955409073
61,fake_athens,1,3,0.835956407836,0.8359496286,0.8359496286,0.835955409073
62,fake_athens,1,4,0.8411959590179279,0.841154925643934,0.8359496286,0.8518853866613953
63,fake_athens,1,5,0.8411959590179279,0.8488485154346675,0.8359496286,0.8518854026644619
64,fake_athens,1,6,0.8411959590179279,0.8490522070223995,,
65,fake_athens,2,2,0.84588891788,0.8458834568,,0.845887918635
66,fake_athens,2,3,0.84588891788,0.8458834568,0.8458834568,0.845888137603857
67,fake_athens,2,4,0.84588891788,0.8458834568,0.8458834568,0.852804515505114
68,fake_athens,2,5,0.84588891788,0.8475779721602791,0.8458834568,0.852804519883611
69,fake_athens,2,6,0.84588891788,0.8476276599911031,,
70,fake_auckland,0,2,0.845583464967,0.845590237,,0.845582465348
71,fake_auckland,0,3,0.845583464967,0.845590237,0.845590237,0.8455829877496264
72,fake_auckland,0,4,0.845583464967,0.845590237,0.845590237,0.8530345681887969
73,fake_auckland,0,5,0.845583464967,0.845590237,0.845590237,0.8530345794530192
74,fake_auckland,0,6,0.845583464967,0.845590237,,
75,fake_auckland,1,2,0.848985592837,0.8489916486,,0.848985592837
76,fake_auckland,1,3,0.848985592837,0.8489916486,0.8489916486,0.848985592837
77,fake_auckland,1,4,0.848985592837,0.8489916486,0.8489916486,0.8531476516177477
78,fake_auckland,1,5,0.848985592837,0.8490573745464234,0.8489916486,0.8531476554073127
79,fake_auckland,1,6,0.848985592837,0.8492305951804363,,
80,fake_auckland,2,2,0.846183214492,0.8461713694,,0.846182214822
81,fake_auckland,2,3,0.846183214492,0.8461713694,0.8461813628,0.8461824339774813
82,fake_auckland,2,4,0.846183214492,0.8461713694,0.8461813628,0.8531047066173877
83,fake_auckland,2,5,0.846183214492,0.8507308990023597,0.8461813628,0.8531047109996164
84,fake_auckland,2,6,0.846183214492,0.8507580545690089,,
85,fake_auckland,3,2,0.845668341352,0.8456761858,,0.845669340688
86,fake_auckland,3,3,0.845670340688,0.845684642561858,0.845693099323716,0.845669340688
87,fake_auckland,3,4,0.8457646113137203,0.8457480200421306,0.8457015562547092,0.8528515645668903
88,fake_auckland,3,5,0.8457646113137203,0.8494833805009027,0.8457269273859662,0.8528515709273491
89,fake_auckland,3,6,0.8457646113137203,0.8495300303201195,,
90,fake_auckland,4,2,0.847860201251,0.84785996,,0.84786120125
91,fake_auckland,4,3,0.84786120125,0.8478684385996,0.8478784386996,0.84786189048065
92,fake_auckland,4,4,0.84786120125,0.847876917283986,0.847903869938796,0.8530406815580094
93,fake_auckland,4,5,0.84786120125,0.8492095005202134,0.8479123463800947,0.8530406918189307
94,fake_auckland,4,6,0.84786120125,0.8492838863479213,,
95,fake_belem,0,2,0.823979190022,0.8239751862,,0.823979190483
96,fake_belem,0,3,0.823979190022,0.823983425951862,0.824011661703636,0.823979190483
97,fake_belem,0,4,0.823979190022,0.8239916657861215,0.8240199018202531,0.8496939441682851
98,fake_belem,0,5,0.823979190022,0.8429537909234718,0.8240446224997088,0.8496939516382339
99,fake_belem,0,6,0.823979190022,0.8433642158097863,,
100,fake_belem,1,2,0.830382788582,0.8303906562,,0.830382788582
101,fake_belem,1,3,0.830382788582,0.830398960106562,0.830408943606396,0.830383331688208
102,fake_belem,1,4,0.830382788582,0.8304072640961631,0.8304338423892813,0.8508511752304401
103,fake_belem,1,5,0.830382788582,0.8441433966713037,0.8304421399571748,0.8508512088769559
104,fake_belem,1,6,0.830382788582,0.8441892667508004,,
105,fake_belem,2,2,0.836181977166,0.836166116,,0.836182975979
106,fake_belem,2,3,0.836181977166,0.83617447766116,0.83619282752208,0.836182975979
107,fake_belem,2,4,0.836181977166,0.8361828394059366,0.8362095549824704,0.8519319561073921
108,fake_belem,2,5,0.836181977166,0.8463365241864144,0.836226275569658,0.8519319688349226
109,fake_belem,2,6,0.836181977166,0.8465092107781058,,
110,fake_belem,3,2,0.838538181212,0.8385457534,,0.838538181212
111,fake_belem,3,3,0.838538181212,0.838554138857534,0.838562524315068,0.838538181212
112,fake_belem,3,4,0.838538181212,0.8385625243989225,0.8385709099403111,0.8521982470606626
113,fake_belem,3,5,0.838538181212,0.8444132489896249,0.8385960671514656,0.8521982547897912
114,fake_belem,3,6,0.838538181212,0.8447182866839373,,
115,fake_boeblingen,0,2,0.83036174565,0.8303642635,,0.83036174565
116,fake_boeblingen,0,3,0.83036174565,0.8303642635,0.8303742636,0.8303625520389672
117,fake_boeblingen,0,4,0.83036174565,0.8303642635,0.8303742636,0.850457853146345
118,fake_boeblingen,0,5,0.83036174565,0.8303642635,0.8303742636,0.8504579021974377
119,fake_boeblingen,0,6,0.83036174565,0.833754194247206,,
120,fake_boeblingen,1,2,0.806871695264,0.8068640895,,0.806871695264
121,fake_boeblingen,1,3,0.806871695264,0.806872158140895,0.806872158140895,0.806872333560944
122,fake_boeblingen,1,4,0.8274542740455587,0.8274694489501574,0.8068802268624764,0.8433702720730155
123,fake_boeblingen,1,5,0.8274542740455587,0.8378282188516968,0.8068882956647451,0.8433703479891816
124,fake_boeblingen,1,6,0.8274542740455587,0.8389295732887259,,
125,fake_boeblingen,2,2,0.840018270773,0.8400236937,,0.840018270773
126,fake_boeblingen,2,3,0.840018270773,0.8400236937,0.8400336658,0.840018270773
127,fake_boeblingen,2,4,0.840018270773,0.8400236937,0.8400336658,0.8519069904716462
128,fake_boeblingen,2,5,0.840018270773,0.8400236937,0.8400336658,0.8519069989587799
129,fake_boeblingen,2,6,0.840018270773,0.8409685371214868,,
130,fake_boeblingen,3,2,0.825922567737,0.8259170875,,0.82592356649
131,fake_boeblingen,3,3,0.82592356649,0.8259170875,0.8259270874,0.825923908063526
132,fake_boeblingen,3,4,0.8367234775581918,0.8367476494118508,0.8259270874,0.8500537852526464
133,fake_boeblingen,3,5,0.8367234775581918,0.8489781487937845,0.8259270874,0.8500538105412132
134,fake_boeblingen,3,6,0.8367234775581918,0.84951214619778,,
135,fake_boeblingen,4,2,0.82592356649,0.8259170875,,0.82592356649
136,fake_boeblingen,4,3,0.825923567738,0.8259170875,0.825927075,0.825923908063526
137,fake_boeblingen,4,4,0.825923567738,0.8259170875,0.825927075,0.8500537852526464
138,fake_boeblingen,4,5,0.825923567738,0.8342077788283356,0.825927075,0.8500538105412132
139,fake_boeblingen,4,6,0.825923567738,0.8352186255607358,,
140,fake_bogota,0,2,0.829286864497,0.829263387,,0.829286864049
141,fake_bogota,0,3,0.829286864497,0.829263387,0.8292733824,0.829286864049
142,fake_bogota,0,4,0.829286864497,0.829263387,0.8292733824,0.8508548140696245
143,fake_bogota,0,5,0.829286864497,0.829263387,0.8292733824,0.8508548433029345
144,fake_bogota,0,6,0.829286864497,0.829263387,,
145,fake_bogota,1,2,0.826577603296,0.8265596478,,0.82657660427
146,fake_bogota,1,3,0.826577603296,0.8265596478,0.8265596478,0.8265767079688988
147,fake_bogota,1,4,0.826577603296,0.8265596478,0.8265596478,0.850272263807091
148,fake_bogota,1,5,0.826577603296,0.8432798404049562,0.8265596478,0.8502722713312155
149,fake_bogota,1,6,0.826577603296,0.8439828196198852,,
150,fake_bogota,2,2,0.829286864049,0.829263387,,0.829286864049
151,fake_bogota,2,3,0.829286864049,0.829263387,0.829263387,0.829286864049
152,fake_bogota,2,4,0.8302578587327961,0.8302928039091477,0.829263387,0.8508548140696245
153,fake_bogota,2,5,0.8302578587327961,0.8474542111105081,0.829263387,0.8508548433029345
154,fake_bogota,2,6,0.8302578587327961,0.8477458990599276,,
155,fake_bogota,3,2,0.83037382784,0.8303764362,,0.8303748266
156,fake_bogota,3,3,0.83037382784,0.8303764362,0.830386436,0.8303748266
157,fake_bogota,3,4,0.83037382784,0.8303764362,0.830386436,0.8509650615709841
158,fake_bogota,3,5,0.83037382784,0.8423889352014969,0.830386436,0.8509650868814419
159,fake_bogota,3,6,0.83037382784,0.8426067991561242,,
160,fake_brooklyn,0,2,0.828704773903,0.8287006922,,0.8287057721
161,fake_brooklyn,0,3,0.828707772098,0.828708979206922,0.82874212723461,0.8287059673473332
162,fake_brooklyn,0,4,0.828707772098,0.828717266296714,0.8287736832381757,0.8504817783292673
163,fake_brooklyn,0,5,0.828707772098,0.828725553469377,0.8288250035191888,0.8504817912638213
164,fake_brooklyn,0,6,0.828707772098,0.8287338407249117,,
165,fake_brooklyn,1,2,0.84168967808,0.841682432,,0.84168967808
166,fake_brooklyn,1,3,0.84168967808,0.841682432,0.841692416,0.841689949642624
167,fake_brooklyn,1,4,0.84168967808,0.841682432,0.841692416,0.852449074226007
168,fake_brooklyn,1,5,0.84168967808,0.8484273012132579,0.841692416,0.852449082776971
169,fake_brooklyn,1,6,0.84168967808,0.8485294824549733,,
170,fake_brooklyn,2,2,0.843391540287,0.8433943278,,0.843391540875
171,fake_brooklyn,2,3,0.8433925397,0.843402761743278,0.8434464982164,0.843391540875
172,fake_brooklyn,2,4,0.8433925397,0.8434111957708954,0.8434687819030334,0.8527382800972916
173,fake_brooklyn,2,5,0.8433925397,0.8434196298828531,0.8435308449748379,0.8527382809509676
174,fake_brooklyn,2,6,0.8433925397,0.8434280640791519,,
175,fake_brooklyn,3,2,0.83473738036,0.8347247594,,0.83473738036
176,fake_brooklyn,3,3,0.83473738036,0.8347247594,0.8347347592,0.834737679343
177,fake_brooklyn,3,4,0.83473738036,0.8347247594,0.8347347592,0.85105612663555
178,fake_brooklyn,3,5,0.83473738036,0.8347247594,0.8347347592,0.8510561412109713
179,fake_brooklyn,3,6,0.83473738036,0.8347247594,,
180,fake_brooklyn,4,2,0.843368057693,0.8433725208,,0.843369057175
181,fake_brooklyn,4,3,0.843368058212,0.843380954525208,0.843399383250312,0.843369057175
182,fake_brooklyn,4,4,0.843368058212,0.8433893883347533,0.8434078172441445,0.8527812459886173
183,fake_brooklyn,4,5,0.843368058212,0.8496122569519641,0.8434331195630018,0.8527812565784556
184,fake_brooklyn,4,6,0.843368058212,0.8496601206914752,,
185,fake_brooklyn,5,2,0.840188154194,0.8401758488,,0.840188154194
186,fake_brooklyn,5,3,0.840188154194,0.8401758488,0.8401858488,0.840188154194
187,fake_brooklyn,5,4,0.8411400568003211,0.841113702090072,0.8401858488,0.8524759804472881
188,fake_brooklyn,5,5,0.8411400568003211,0.8494348672406312,0.8401858488,0.8524759939864702
189,fake_brooklyn,5,6,0.8411400568003211,0.8495368008475497,,
190,fake_burlington,0,2,0.818502175429,0.8184883775,,0.818502175429
191,fake_burlington,0,3,0.818502175429,0.818496562383775,0.818506562383774,0.818502175429
192,fake_burlington,0,4,0.8313425579459677,0.8313283617565946,0.818506562383774,0.8478978996275862
193,fake_burlington,0,5,0.8313425579459677,0.8463631364836012,0.8185229325968724,0.8478979291382174
194,fake_burlington,0,6,0.8313425579459677,0.8471707099266786,,
195,fake_burlington,1,2,0.818502176613,0.8184883775,,0.818502175429
196,fake_burlington,1,3,0.818502176613,0.818496562383775,0.8184883775,0.818502175429
197,fake_burlington,1,4,0.8225644826918841,0.8225523495167039,0.8185047473493988,0.8478978996275862
198,fake_burlington,1,5,0.8225644826918841,0.8387372880844993,0.8185047473493988,0.8478979291382174
199,fake_burlington,1,6,0.8225644826918841,0.8395159940758314,,
200,fake_burlington,2,2,0.818501177798,0.8184883775,,0.818502175429
201,fake_burlington,2,3,0.81850517069,0.818496562383775,0.8184883775,0.818502175429
202,fake_burlington,2,4,0.8201897347635919,0.8201642057260986,0.8185047473493988,0.8478978996275862
203,fake_burlington,2,5,0.8201897347635919,0.8392945625353033,0.8185047473493988,0.8478979291382174
204,fake_burlington,2,6,0.8201897347635919,0.8400019574217158,,
205,fake_burlington,3,2,0.822425910516,0.822426144,,0.822425910516
206,fake_burlington,3,3,0.82242790605,0.82243436826144,0.822444345961216,0.822426265721052
207,fake_burlington,3,4,0.8259662612805205,0.825987164788346,0.822444345961216,0.8489626041593399
208,fake_burlington,3,5,0.8259662612805205,0.8456996165713516,0.8224607949303797,0.848962633393426
209,fake_burlington,3,6,0.8259662612805205,0.8461906003358707,,
210,fake_cairo,0,2,0.847392096915,0.8474009866,,0.847392096915
211,fake_cairo,0,3,0.847392096915,0.847409460609866,0.84742792621956,0.847392096915
212,fake_cairo,0,4,0.847392096915,0.8474179347044721,0.8474364004988222,0.8531099712957978
213,fake_cairo,0,5,0.847392096915,0.8509385692504362,0.84746182367558,0.8531099793538569
214,fake_cairo,0,6,0.847392096915,0.8509925420740806,,
215,fake_cairo,1,2,0.843294812575,0.8433069002,,0.843294812575
216,fake_cairo,1,3,0.843294812575,0.843315333269002,0.843333753937752,0.843294812575
217,fake_cairo,1,4,0.843294812575,0.8433237664223346,0.8433421872752914,0.8527049662453899
218,fake_cairo,1,5,0.843294812575,0.843332199659999,0.843367487625243,0.8527049768329386
219,fake_cairo,1,6,0.843294812575,0.8433406329819955,,
220,fake_cairo,2,2,0.766063134896,0.7660749374,,0.766064134592
221,fake_cairo,2,3,0.7660641352,0.7660749374,0.766077270350688,0.766064296493504
222,fake_cairo,2,4,0.7660641352,0.7660749374,0.766077270350688,0.8236659843440663
223,fake_cairo,2,5,0.7660641352,0.8034691526970227,0.766077270350688,0.8236660193950134
224,fake_cairo,2,6,0.7660641352,0.805683330162086,,
225,fake_cairo,3,2,0.741087929957,0.741059717,,0.741088915919
226,fake_cairo,3,3,0.74108991592,0.74106712759717,0.741084257788728,0.741088915919
227,fake_cairo,3,4,0.74108991592,0.7410745382684459,0.7410990763641112,0.8022959252015137
228,fake_cairo,3,5,0.74108991592,0.7410819490138286,0.7411139014554733,0.8022959517518747
229,fake_cairo,3,6,0.74108991592,0.7410893598333188,,
230,fake_cairo,4,2,0.844846539525,0.8448416125,,0.844846543
231,fake_cairo,4,3,0.844846539525,0.8448416125,0.844843164083874,0.84484727666534
232,fake_cairo,4,4,0.844846539525,0.8448416125,0.844843164083874,0.8509309145413979
233,fake_cairo,4,5,0.844846539525,0.8448416125,0.844843164083874,0.8509309274844137
234,fake_cairo,4,6,0.844846539525,0.8448416125,,
235,fake_cairo,5,2,0.741087929957,0.741059717,,0.741088915919
236,fake_cairo,5,3,0.741089887842,0.741059717,0.7410697164,0.741088915919
237,fake_cairo,5,4,0.741089887842,0.741059717,0.7410845031307234,0.8022959252015137
238,fake_cairo,5,5,0.741089887842,0.741059717,0.7410845031307234,0.8022959517518747
239,fake_cairo,5,6,0.741089887842,0.741059717,,
240,fake_cairo,6,2,0.847487873128,0.8474894898,,0.847487873128
241,fake_cairo,6,3,0.847487873128,0.847497964694898,0.847506439589796,0.847487873128
242,fake_cairo,6,4,0.847487873128,0.847506439674545,0.8475149146541919,0.8530023536475356
243,fake_cairo,6,5,0.847487873128,0.8475149147389417,0.8475403401863821,0.8530023603693495
244,fake_cairo,6,6,0.847487873128,0.8475233898880891,,
245,fake_cairo,7,2,0.847982301977,0.847988365,,0.84798130275
246,fake_cairo,7,3,0.847982301977,0.84799684488365,0.848006837183572,0.84798199221663
247,fake_cairo,7,4,0.847982301977,0.8480053248520988,0.8480322714798461,0.8531625564175707
248,fake_cairo,7,5,0.847982301977,0.8480138049053474,0.8480407488083771,0.8531625666820051
249,fake_cairo,7,6,0.847982301977,0.8480222850433964,,
250,fake_cairo,8,2,0.841417506995,0.8414111866,,0.841417507886
251,fake_cairo,8,3,0.841420504322,0.841419600711866,0.841429583011688,0.8414176797791396
252,fake_cairo,8,4,0.841420504322,0.8414280149078731,0.8414548219911592,0.8523664681008828
253,fake_cairo,8,5,0.841420504322,0.8414364291880222,0.8414632345444562,0.8523664736132585
254,fake_cairo,8,6,0.841420504322,0.8414448435523141,,
255,fake_cairo,9,2,0.847981302363,0.847988365,,0.84798130275
256,fake_cairo,9,3,0.847981303524,0.847988365,0.847988365,0.84798199221663
257,fake_cairo,9,4,0.847981303524,0.847988365,0.847988365,0.8531625564175707
258,fake_cairo,9,5,0.847981303524,0.847988365,0.847988365,0.8531625666820051
259,fake_cairo,9,6,0.847981303524,0.847988365,,
260,fake_cairo,10,2,0.847392640389,0.8473948942,,0.84739363997
261,fake_cairo,10,3,0.847392641646,0.847403368148942,0.847411846097964,0.84739363997
262,fake_cairo,10,4,0.847392641646,0.8474118421826234,0.847420320216425,0.8531115315188593
263,fake_cairo,10,5,0.847392641646,0.8474203163010453,0.8474457429107727,0.8531115395769425
264,fake_cairo,10,6,0.847392641646,0.8474287905042083,,
265,fake_cairo,11,2,0.847980303136,0.847988365,,0.84798130275
266,fake_cairo,11,3,0.847983301978,0.847988365,0.847989877216428,0.84798199221663
267,fake_cairo,11,4,0.847983301978,0.847988365,0.847989877216428,0.8531625564175707
268,fake_cairo,11,5,0.847983301978,0.8496269560835323,0.847989877216428,0.8531625666820051
269,fake_cairo,11,6,0.847983301978,0.8496520279487518,,
270,fake_cambridge,0,2,0.821712750663,0.8216995325,,0.821712750663
271,fake_cambridge,0,3,0.821713748406,0.821707749495325,0.8217177270951,0.821712750663
272,fake_cambridge,0,4,0.821713748406,0.82171596657282,0.8217177270951,0.8487771805134249
273,fake_cambridge,0,5,0.821713748406,0.8217241837324857,0.8217341615318137,0.8487772083808818
274,fake_cambridge,0,6,0.821713748406,0.821732400974323,,
275,fake_cambridge,1,2,0.838828570724,0.8388262148,,0.838828570724
276,fake_cambridge,1,3,0.838829569008,0.838834603062148,0.8388262148,0.838828570724
277,fake_cambridge,1,4,0.838829569008,0.8388429914081786,0.8388429914081786,0.8521105309023008
278,fake_cambridge,1,5,0.838829569008,0.8392248138071736,0.8388429914081786,0.8521105332502648
279,fake_cambridge,1,6,0.838829569008,0.8393012245027752,,
280,fake_cambridge,2,2,0.74675969829,0.746749546,,0.746758706895
281,fake_cambridge,2,3,0.74675969829,0.74675701349546,0.746749546,0.74675901621024
282,fake_cambridge,2,4,0.806066007935063,0.806041643785548,0.746764481065595,0.8089897141155038
283,fake_cambridge,2,5,0.806066007935063,0.8134959784588277,0.746764481065595,0.8089897921223328
284,fake_cambridge,2,6,0.806066007935063,0.8162783527072365,,
285,fake_cambridge,3,2,0.833573668928,0.8335587075,,0.833572671584
286,fake_cambridge,3,3,0.833573668928,0.8335587075,0.8335687074,0.833572809217472
287,fake_cambridge,3,4,0.833573668928,0.8335587075,0.8335687074,0.8510993845278385
288,fake_cambridge,3,5,0.833573668928,0.8335587075,0.8335687074,0.8510993917593764
289,fake_cambridge,3,6,0.833573668928,0.8335587075,,
290,fake_cambridge,4,2,0.748056482102,0.748043774,,0.748055485501
291,fake_cambridge,4,3,0.748056482102,0.748043774,0.7480462594626,0.748055796440512
292,fake_cambridge,4,4,0.831971719023973,0.83196120940852,0.74805373142924,0.8106132793439802
293,fake_cambridge,4,5,0.831971719023973,0.8415025797641521,0.7626360185263777,0.8106133577604376
294,fake_cambridge,4,6,0.831971719023973,0.8449725246509899,,
295,fake_cambridge,5,2,0.748056482102,0.748043774,,0.748055485501
296,fake_cambridge,5,3,0.748056482102,0.748043774,0.74805374,0.748055796440512
297,fake_cambridge,5,4,0.748056482102,0.748043774,0.74805374,0.8106132793439802
298,fake_cambridge,5,5,0.748056482102,0.748043774,0.74805374,0.8106133577604376
299,fake_cambridge,5,6,0.748056482102,0.748043774,,
300,fake_casablanca,0,2,0.839146328982,0.8391577254,,0.839146329685
301,fake_casablanca,0,3,0.839149326876,0.8391577254,0.8391777114,0.839146341468421
302,fake_casablanca,0,4,0.839149326876,0.8391577254,0.8391777114,0.8522454489479251
303,fake_casablanca,0,5,0.839149326876,0.8439505447792268,0.8391777114,0.8522454494030458
304,fake_casablanca,0,6,0.839149326876,0.8440957754235768,,
305,fake_casablanca,1,2,0.841919576456,0.8419298328,,0.841919576456
306,fake_casablanca,1,3,0.841921572114,0.8419298328,0.8419298328,0.8419201120906072
307,fake_casablanca,1,4,0.841921572114,0.8419298328,0.8419298328,0.8522890709147873
308,fake_casablanca,1,5,0.841921572114,0.8460503634950718,0.8419298328,0.8522890871582711
309,fake_casablanca,1,6,0.841921572114,0.8460740098350422,,
310,fake_casablanca,2,2,0.842166249033,0.8421537896,,0.842166248511
311,fake_casablanca,2,3,0.842166249033,0.8421537896,0.8421637896,0.842166248511
312,fake_casablanca,2,4,0.842166249033,0.8421537896,0.8421637896,0.8526744282417327
313,fake_casablanca,2,5,0.842166249033,0.8491729400769558,0.8421637896,0.8526744413364885
314,fake_casablanca,2,6,0.842166249033,0.8491967578009201,,
315,fake_casablanca,3,2,0.829890740798,0.8298818984,,0.829890740798
316,fake_casablanca,3,3,0.8298927408,0.8298818984,0.8298818984,0.8298910194812008
317,fake_casablanca,3,4,0.8366693546711925,0.836639289861,0.8298818984,0.8506986748766094
318,fake_casablanca,3,5,0.8366693546711925,0.8477856592522744,0.8298818984,0.8506986924544074
319,fake_casablanca,3,6,0.8366693546711925,0.8481481995988736,,
320,fake_essex,0,2,0.83079769718,0.830801354,,0.83079769718
321,fake_essex,0,3,0.830798694024,0.830801354,0.83080304588646,0.83079769718
322,fake_essex,0,4,0.830798694024,0.830801354,0.8308113478,0.8504849750302769
323,fake_essex,0,5,0.830798694024,0.8450555223010815,0.8308113478,0.8504849796044033
324,fake_essex,0,6,0.830798694024,0.8451347588565796,,
325,fake_essex,1,2,0.830798695602,0.830801354,,0.83079769718
326,fake_essex,1,3,0.830798695602,0.83080966201354,0.830801354,0.83079769718
327,fake_essex,1,4,0.830798695602,0.8308179701101601,0.8308179701101601,0.8504849750302769
328,fake_essex,1,5,0.830798695602,0.8417307791052812,0.8308179701101601,0.8504849796044033
329,fake_essex,1,6,0.830798695602,0.8418775543572659,,
330,fake_essex,2,2,0.812933142421,0.8129297261,,0.812933142421
331,fake_essex,2,3,0.812933142421,0.8129297261,0.8129397076,0.812933142421
332,fake_essex,2,4,0.8183895521816655,0.81838755182623,0.8129397076,0.8459071932380517
333,fake_essex,2,5,0.8183895521816655,0.8363157745262081,0.8129397076,0.8459072202604452
334,fake_essex,2,6,0.8183895521816655,0.83732904412782,,
335,fake_essex,3,2,0.82682230605,0.8268086117,,0.82682330486
336,fake_essex,3,3,0.82682430486,0.8268086117,0.826810343413884,0.82682330486
337,fake_essex,3,4,0.82682430486,0.8268086117,0.826818601400102,0.8499309570352342
338,fake_essex,3,5,0.82682430486,0.8367908415263288,0.826818601400102,0.849930984904774
339,fake_essex,3,6,0.82682430486,0.8368098379768653,,
340,fake_geneva,0,2,0.838908136364,0.838904037,,0.838908136364
341,fake_geneva,0,3,0.838908136806,0.83891242604037,0.838922421540324,0.838908422237588
342,fake_geneva,0,4,0.838908136806,0.8389208151646304,0.8389475817030924,0.8525188035398981
343,fake_geneva,0,5,0.838908136806,0.8389292043727821,0.8389559673862768,0.8525188150204385
344,fake_geneva,0,6,0.838908136806,0.8414028995181216,,
345,fake_geneva,1,2,0.825393761408,0.825392073,,0.825393761408
346,fake_geneva,1,3,0.825393761408,0.82540032692073,0.825418577641392,0.825393761408
