backend,embedding,time
VALENCIA,0,0.04898214340209961
VALENCIA,1,0.05036330223083496
ATHENS,0,0.049063920974731445
ATHENS,1,0.05053830146789551
BELEM,0,0.048529863357543945
BELEM,1,0.051104068756103516
BOGOTA,0,0.04953289031982422
BOGOTA,1,0.05129861831665039
BURLINGTON,0,0.07349491119384766
BURLINGTON,1,0.07558465003967285
ESSEX,0,0.07314610481262207
ESSEX,1,0.07462406158447266
LIMA,0,0.0503087043762207
LIMA,1,0.05190086364746094
LONDON,0,0.07315707206726074
LONDON,1,0.07359910011291504
MANILA,0,0.048338890075683594
MANILA,1,0.04968690872192383
OURENSE,0,0.04852581024169922
OURENSE,1,0.05093073844909668
QUITO,0,0.04806804656982422
QUITO,1,0.05069613456726074
ROME,0,0.048995018005371094
ROME,1,0.05083489418029785
SANTIAGO,0,0.04842710494995117
SANTIAGO,1,0.049407005310058594
VIGO,0,0.0498661994934082
VIGO,1,0.0527348518371582
YORKTOWN,0,0.04897117614746094
YORKTOWN,1,0.050623178482055664
