backend,embedding,time
VALENCIA,0,8.627803087234497
VALENCIA,1,8.838741302490234
ATHENS,0,8.546375274658203
ATHENS,1,8.626375198364258
BELEM,0,8.597772121429443
BELEM,1,8.633057117462158
BOGOTA,0,8.564308404922485
BOGOTA,1,8.92512822151184
BURLINGTON,0,1.9319288730621338
BURLINGTON,1,1.9199788570404053
ESSEX,0,1.9476401805877686
ESSEX,1,1.9445140361785889
LIMA,0,8.719149827957153
LIMA,1,8.786641120910645
LONDON,0,1.9271538257598877
LONDON,1,1.9608790874481201
MANILA,0,8.687159061431885
MANILA,1,8.598690032958984
OURENSE,0,8.529900074005127
OURENSE,1,8.618688106536865
QUITO,0,8.481503963470459
QUITO,1,8.66393232345581
ROME,0,8.724414825439453
ROME,1,8.522091150283813
SANTIAGO,0,8.636071920394897
SANTIAGO,1,8.645156145095825
VIGO,0,8.624413251876831
VIGO,1,8.618229866027832
YORKTOWN,0,8.647562026977539
YORKTOWN,1,8.575735092163086
