hardware,embedding,horizon,lambda,time
fake_athens,0,2,0.73785000000000000000000000000000000000000000000000000000000000000000000000000000,2
fake_athens,0,3,0.74274971000000000000000000000000000000000000000000000000000000000000000000000000,12
fake_belem,0,2,0.73400000000000000000000000000000000000000000000000000000000000000000000000000000,2
fake_belem,0,3,0.74476423850000000000000000000000000000000000000000000000000000000000000000000000,12
fake_bogota,0,2,0.72170000000000000000000000000000000000000000000000000000000000000000000000000000,2
fake_bogota,0,3,0.72338516810000000000000000000000000000000000000000000000000000000000000000000000,12
fake_burlington,0,2,0.72575000000000000000000000000000000000000000000000000000000000000000000000000000,2
fake_burlington,0,3,0.72913698875000000000000000000000000000000000000000000000000000000000000000000000,12
fake_essex,0,2,0.73165000000000000000000000000000000000000000000000000000000000000000000000000000,2
fake_essex,0,3,0.73660755465000000000000000000000000000000000000000000000000000000000000000000000,12
fake_lima,0,2,0.72125000000000000000000000000000000000000000000000000000000000000000000000000000,1
fake_lima,0,3,0.73819798085000000000000000000000000000000000000000000000000000000000000000000000,12
fake_london,0,2,0.74166700000000000000000000000000000000000000000000000000000000000000000000000000,1
fake_london,0,3,0.74811176972250000000000000000000000000000000000000000000000000000000000000000000,13
fake_manila,0,2,0.67765000000000000000000000000000000000000000000000000000000000000000000000000000,2
fake_manila,0,3,0.70873895625000000000000000000000000000000000000000000000000000000000000000000000,12
fake_ourense,0,2,0.73410000000000000000000000000000000000000000000000000000000000000000000000000000,2
fake_ourense,0,3,0.73887588490000000000000000000000000000000000000000000000000000000000000000000000,12
fake_quito,0,2,0.73900000000000000000000000000000000000000000000000000000000000000000000000000000,2
fake_quito,0,3,0.74741328240000000000000000000000000000000000000000000000000000000000000000000000,13
fake_rome,0,2,0.73495000000000000000000000000000000000000000000000000000000000000000000000000000,1
fake_rome,0,3,0.73762867715000000000000000000000000000000000000000000000000000000000000000000000,13
fake_santiago,0,2,0.74100000000000000000000000000000000000000000000000000000000000000000000000000000,2
fake_santiago,0,3,0.74437449300000000000000000000000000000000000000000000000000000000000000000000000,11
fake_tenerife,0,2,0.68975000000000000000000000000000000000000000000000000000000000000000000000000000,2
fake_tenerife,0,3,0.68975000000000000000000000000000000000000000000000000000000000000000000000000000,12
fake_vigo,0,2,0.71245000000000000000000000000000000000000000000000000000000000000000000000000000,2
fake_vigo,0,3,0.71308735000000000000000000000000000000000000000000000000000000000000000000000000,14
fake_yorktown,0,2,0.60385000000000000000000000000000000000000000000000000000000000000000000000000000,2
fake_yorktown,0,3,0.64669851000000000000000000000000000000000000000000000000000000000000000000000000,12
