backend,embedding,time
ALGIERS,0,9.439841032028198
ALGIERS,1,8.739405155181885
HANOI,0,8.872354984283447
HANOI,1,9.142254829406738
HANOI,2,9.064181804656982
CAIRO,0,8.511328935623169
CAIRO,1,9.341151714324951
MUMBAI,0,8.95604395866394
MUMBAI,1,8.616853952407837
KOLKATA,0,9.345067977905273
KOLKATA,1,8.92109990119934
AUCKLAND,0,8.955635070800781
AUCKLAND,1,9.291440963745117
GENEVA,0,9.144434213638306
GENEVA,1,9.023836851119995
MONTREAL,0,8.920876026153564
MONTREAL,1,9.703916788101196
PARIS,0,9.608138799667358
PARIS,1,8.991694688796997
SYDNEY,0,9.458837032318115
SYDNEY,1,9.246569871902466
TORONTO,0,9.5438551902771
TORONTO,1,9.076488256454468
