backend,embedding,time
HANOI,0,12.08799695968628
HANOI,1,14.160630702972412
HANOI,2,12.967320680618286
HANOI,3,13.474749088287354
CAIRO,0,11.704846143722534
CAIRO,1,13.922198057174683
CAIRO,2,14.41573190689087
CAIRO,3,13.433942079544067
MUMBAI,0,14.804369926452637
MUMBAI,1,11.04731798171997
MUMBAI,2,12.968421220779419
MUMBAI,3,13.234815120697021
KOLKATA,0,14.96874189376831
KOLKATA,1,12.955363988876343
KOLKATA,2,14.432822227478027
KOLKATA,3,12.127801656723022
AUCKLAND,0,14.83107304573059
AUCKLAND,1,12.952014923095703
GENEVA,0,12.829951047897339
GENEVA,1,13.67963695526123
MONTREAL,0,11.3148353099823
MONTREAL,1,12.951730966567993
MONTREAL,2,14.610425233840942
PARIS,0,13.997906923294067
PARIS,1,11.763367891311646
PARIS,2,13.621519804000854
SYDNEY,0,13.96857213973999
SYDNEY,1,12.993193864822388
TORONTO,0,14.955450773239136
TORONTO,1,14.52611780166626
TORONTO,2,13.360099077224731
