backend,embedding,time
PERTH,0,0.0006718635559082031
PERTH,1,0.0006728172302246094
LAGOS,0,0.0006380081176757812
LAGOS,1,0.0006489753723144531
LAGOS,2,0.0006661415100097656
NAIROBI,0,0.0006339550018310547
NAIROBI,1,0.0006551742553710938
NAIROBI,2,0.0006811618804931641
CASABLANCA,0,0.000621795654296875
CASABLANCA,1,0.0006482601165771484
CASABLANCA,2,0.0006852149963378906
OSLO,0,0.0006573200225830078
OSLO,1,0.000659942626953125
JAKARTA,0,0.0006279945373535156
JAKARTA,1,0.0006411075592041016
JAKARTA,2,0.0006442070007324219
