backend,embedding,time
VALENCIA,0,0.017400741577148438
VALENCIA,1,0.01807689666748047
ATHENS,0,0.017336130142211914
ATHENS,1,0.01778888702392578
BELEM,0,0.017149925231933594
BELEM,1,0.018086910247802734
BOGOTA,0,0.017154216766357422
BOGOTA,1,0.017763853073120117
BURLINGTON,0,0.010226011276245117
BURLINGTON,1,0.010558843612670898
ESSEX,0,0.01052999496459961
ESSEX,1,0.010545015335083008
LIMA,0,0.01789402961730957
LIMA,1,0.01797199249267578
LONDON,0,0.010456085205078125
LONDON,1,0.01058506965637207
MANILA,0,0.018140792846679688
MANILA,1,0.021806955337524414
OURENSE,0,0.017292022705078125
OURENSE,1,0.018316984176635742
QUITO,0,0.017613887786865234
QUITO,1,0.01790308952331543
ROME,0,0.017392873764038086
ROME,1,0.017896175384521484
SANTIAGO,0,0.017834901809692383
SANTIAGO,1,0.01795816421508789
VIGO,0,0.01705193519592285
VIGO,1,0.017596960067749023
YORKTOWN,0,0.017782926559448242
YORKTOWN,1,0.017981767654418945
