backend,embedding,time
HANOI,0,20.95919108390808
HANOI,1,24.547881841659546
HANOI,2,22.445734977722168
HANOI,3,23.322619915008545
CAIRO,0,20.281885862350464
CAIRO,1,24.075883626937866
CAIRO,2,24.981714963912964
CAIRO,3,130.3923180103302
MUMBAI,0,78.1966540813446
MUMBAI,1,33.11888313293457
MUMBAI,2,12.919308185577393
MUMBAI,3,13.689756870269775
KOLKATA,0,15.715923309326172
KOLKATA,1,13.029369115829468
KOLKATA,2,14.837697982788086
KOLKATA,3,12.398776054382324
AUCKLAND,0,15.979639053344727
AUCKLAND,1,16.067607879638672
GENEVA,0,13.217839002609253
GENEVA,1,14.029313802719116
MONTREAL,0,11.521302938461304
MONTREAL,1,13.440483093261719
MONTREAL,2,15.084347248077393
PARIS,0,14.343343019485474
PARIS,1,11.957552909851074
PARIS,2,13.783111810684204
SYDNEY,0,14.30143690109253
SYDNEY,1,13.409748077392578
TORONTO,0,15.45633602142334
TORONTO,1,14.317786931991577
TORONTO,2,13.637790203094482
