backend,embedding,time
PERTH,0,23.670325994491577
PERTH,1,23.969393968582153
PERTH,2,23.6144278049469
PERTH,3,24.121213912963867
LAGOS,0,23.725430727005005
LAGOS,1,24.019665002822876
LAGOS,2,24.524751663208008
NAIROBI,0,23.41569209098816
NAIROBI,1,23.606724977493286
NAIROBI,2,23.52740502357483
NAIROBI,3,23.41180396080017
CASABLANCA,0,23.313125133514404
CASABLANCA,1,23.545758962631226
CASABLANCA,2,23.69876718521118
CASABLANCA,3,23.956960916519165
OSLO,0,23.966297149658203
OSLO,1,23.692027807235718
OSLO,2,23.58944797515869
JAKARTA,0,23.648519039154053
JAKARTA,1,23.645401000976562
JAKARTA,2,23.493767023086548
JAKARTA,3,23.856707096099854
