my_energy,ibm_energy,sim_my_energy,sim_ibm_energy,mc_my_energy,mc_ibm_energy,my_nit,ibm_nit,reps,opt_technique,minimization_method,my_time,ibm_time,my_p0,ibm_p0,my_p1,ibm_p1
-1.75941,-1.84269,-1.75962,-1.69449,-1.75941,-1.68481,7,7,0,min,SLSQP,8.994,0.013,-2.831,-0.0,2.911,2.912
