backend,embedding,time
JOHANNESBURG,0,17.50179409980774
JOHANNESBURG,1,17.485382080078125
JOHANNESBURG,2,17.506486415863037
JOHANNESBURG,3,17.31866478919983
ALMADEN,0,17.613715648651123
ALMADEN,1,17.371330499649048
ALMADEN,2,17.332538604736328
ALMADEN,3,17.373945474624634
BOEBLINGEN,0,17.55924415588379
BOEBLINGEN,1,17.432703733444214
BOEBLINGEN,2,17.547125339508057
BOEBLINGEN,3,17.526079893112183
POUGHKEEPSIE,0,17.56464385986328
POUGHKEEPSIE,1,17.56919574737549
POUGHKEEPSIE,2,17.538524866104126
POUGHKEEPSIE,3,17.29187822341919
SINGAPORE,0,17.665406942367554
SINGAPORE,1,17.592479705810547
SINGAPORE,2,17.46008062362671
SINGAPORE,3,17.22804045677185
TOKYO,0,17.237195014953613
TOKYO,1,17.308728218078613
TOKYO,2,17.392545461654663
TOKYO,3,17.420132637023926
TOKYO,4,17.41696858406067
