backend,embedding,time
ALGIERS,0,0.04866504669189453
ALGIERS,1,0.11050820350646973
HANOI,0,0.04874396324157715
HANOI,1,0.05314469337463379
CAIRO,0,0.048120737075805664
CAIRO,1,0.05997610092163086
MUMBAI,0,0.04871726036071777
MUMBAI,1,0.04880785942077637
KOLKATA,0,0.04836392402648926
KOLKATA,1,0.05544400215148926
AUCKLAND,0,0.048071861267089844
AUCKLAND,1,0.05933070182800293
GENEVA,0,0.048039913177490234
GENEVA,1,0.0589449405670166
MONTREAL,0,0.04842877388000488
MONTREAL,1,0.054071903228759766
PARIS,0,0.048130035400390625
PARIS,1,0.05933403968811035
SYDNEY,0,0.048177242279052734
SYDNEY,1,0.06081509590148926
TORONTO,0,0.058440208435058594
TORONTO,1,0.047858238220214844
