backend,embedding,time
PERTH,0,20.937935829162598
PERTH,1,21.3731791973114
PERTH,2,21.872709035873413
PERTH,3,21.965919971466064
PERTH,4,21.987285137176514
LAGOS,0,21.75463080406189
LAGOS,1,22.054039239883423
LAGOS,2,22.019402027130127
LAGOS,3,22.281153917312622
LAGOS,4,21.918461799621582
NAIROBI,0,21.81235671043396
NAIROBI,1,21.71131920814514
NAIROBI,2,22.2747540473938
NAIROBI,3,21.42702293395996
NAIROBI,4,22.046228885650635
CASABLANCA,0,20.87047505378723
CASABLANCA,1,21.783418893814087
CASABLANCA,2,21.35118269920349
CASABLANCA,3,21.449461936950684
CASABLANCA,4,21.647210836410522
OSLO,0,21.203094959259033
OSLO,1,20.72035813331604
OSLO,2,21.25720977783203
OSLO,3,21.40266704559326
OSLO,4,21.322393894195557
JAKARTA,0,20.88548517227173
JAKARTA,1,20.92841911315918
JAKARTA,2,21.2200288772583
JAKARTA,3,21.34797191619873
JAKARTA,4,21.67365598678589
